"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810512"	"Mus musculus: Membrane Trafficking"	29	195	1.08507335380733e-11	3.66393102468941e-10
"4810971"	"Mus musculus: Class I MHC mediated antigen processing & presentation"	31	228	1.68290256799007e-11	5.49929129475465e-10
"4810243"	"Mus musculus: Hemostasis"	44	446	2.2975088687198e-11	7.27305151254113e-10
"4809870"	"Mus musculus: Transmembrane transport of small molecules"	46	484	2.58095939475881e-11	7.92276323300205e-10
"4809813"	"Mus musculus: Cell Cycle"	48	534	5.63587676385616e-11	1.67915975346656e-09
"4809857"	"Mus musculus: Metabolism of carbohydrates"	32	258	6.82128352600927e-11	1.97427434624211e-09
"4810134"	"Mus musculus: Developmental Biology"	39	376	8.10122853435547e-11	2.27959569591725e-09
"4809815"	"Mus musculus: Mitotic M-M/G1 phases"	32	266	1.37880827128664e-10	3.77495345625235e-09
"4809987"	"Mus musculus: Signal Transduction"	106	1858	2.11642677856495e-10	5.64194822812183e-09
"4810285"	"Mus musculus: M Phase"	29	236	6.36226091901666e-10	1.63807030204119e-08
"4810764"	"Mus musculus: Striated Muscle Contraction"	12	28	6.46819467735909e-10	1.63807030204119e-08
"4810246"	"Mus musculus: Extracellular matrix organization"	29	244	1.27468893003853e-09	3.14941435641226e-08
"4811060"	"Mus musculus: Regulation of Cholesterol Biosynthesis by SREBP (SREBF)"	13	42	3.24399953332562e-09	7.82421792204488e-08
"4810712"	"Mus musculus: Mitotic Prometaphase"	20	126	6.18324254597371e-09	1.45665690676078e-07
"4810003"	"Mus musculus: Signaling by PDGF"	22	161	1.29073944929603e-08	2.97163423212926e-07
"4810449"	"Mus musculus: Mitotic Anaphase"	23	184	2.72676258602746e-08	6.13824555476849e-07
"4810341"	"Mus musculus: Mitotic Metaphase and Anaphase"	23	185	2.98473596899573e-08	6.57290768824495e-07
"4810970"	"Mus musculus: Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	11	34	3.61302966753599e-08	7.78723202811481e-07
"4810015"	"Mus musculus: Innate Immune System"	41	519	4.03570388058251e-08	8.51701673131266e-07
"4810010"	"Mus musculus: Signaling by EGFR in Cancer"	21	159	4.63848939659117e-08	9.58936685458541e-07
"4809882"	"Mus musculus: Neuronal System"	26	242	5.7295626313685e-08	1.16080938911526e-06
"4811058"	"Mus musculus: Resolution of Sister Chromatid Cohesion"	18	118	6.00117943187573e-08	1.19199897342943e-06
"4810448"	"Mus musculus: Separation of Sister Chromatids"	22	178	6.49403601226568e-08	1.26508816931253e-06
"4810675"	"Mus musculus: Platelet degranulation "	15	81	8.08757208472759e-08	1.54579443808095e-06
"4810242"	"Mus musculus: Platelet activation, signaling and aggregation"	22	186	1.30363729612636e-07	2.44552700180741e-06
"4810244"	"Mus musculus: Response to elevated platelet cytosolic Ca2+"	15	86	1.61277774087915e-07	2.95133857729939e-06
"4810009"	"Mus musculus: Signaling by EGFR"	20	157	1.6315395886354e-07	2.95133857729939e-06
"4810336"	"Mus musculus: Asparagine N-linked glycosylation"	14	78	3.04481917572187e-07	5.4112312719408e-06
"4810002"	"Mus musculus: Downstream signal transduction"	18	136	4.02549872953993e-07	7.03074174659301e-06
"4810006"	"Mus musculus: Signaling by FGFR"	18	138	4.88278060172886e-07	8.38348601618871e-06
"4811059"	"Mus musculus: Activation of Gene Expression by SREBP (SREBF)"	9	27	5.18195495702295e-07	8.64467448070704e-06
"4810893"	"Mus musculus: Calnexin/calreticulin cycle"	7	12	5.20557890743464e-07	8.64467448070704e-06
"4810012"	"Mus musculus: Signaling by ERBB2"	18	139	5.37092554888403e-07	8.77539932422504e-06
"1445146"	"Mus musculus: Translocation of Glut4 to the Plasma Membrane"	13	70	5.69252528283777e-07	9.01020017424165e-06
"4811020"	"Mus musculus: Translocation of GLUT4 to the Plasma Membrane"	13	70	5.69252528283777e-07	9.01020017424165e-06
"4810133"	"Mus musculus: Axon guidance"	25	260	6.86947049620955e-07	1.07058055579389e-05
"4810325"	"Mus musculus: Post-translational protein modification"	20	174	7.18938313632896e-07	1.08699180852257e-05
"4810972"	"Mus musculus: Antigen processing: Ubiquitination & Proteasome degradation"	20	174	7.18938313632896e-07	1.08699180852257e-05
"4810032"	"Mus musculus: IRS-related events triggered by IGF1R"	14	86	8.66169182270253e-07	1.29033732594083e-05
"4810736"	"Mus musculus: Unfolded Protein Response"	12	62	1.05027589683046e-06	1.54192678766559e-05
"4810892"	"Mus musculus: N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	7	14	1.14331134604457e-06	1.65453484791879e-05
"4810007"	"Mus musculus: Signaling by FGFR in disease"	18	148	1.22201637779424e-06	1.74352477564164e-05
"4810211"	"Mus musculus: Integration of energy metabolism"	15	104	1.39851729700912e-06	1.92186829143101e-05
"4810033"	"Mus musculus: IGF1R signaling cascade"	14	90	1.40393142710656e-06	1.92186829143101e-05
"4810034"	"Mus musculus: Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	14	90	1.40393142710656e-06	1.92186829143101e-05
"4809995"	"Mus musculus: G-protein mediated events"	10	42	1.65055510557839e-06	2.22934976260121e-05
"4810000"	"Mus musculus: NGF signalling via TRKA from the plasma membrane"	20	185	1.71079098211067e-06	2.28030429589225e-05
"4810606"	"Mus musculus: eNOS activation"	6	9	1.99293454500925e-06	2.62187362869399e-05
"4810001"	"Mus musculus: Signalling by NGF"	25	279	2.22311087115973e-06	2.8813984810434e-05
"4810005"	"Mus musculus: Downstream signaling of activated FGFR"	16	125	2.58644835227812e-06	2.8813984810434e-05
"4810457"	"Mus musculus: Glycosaminoglycan metabolism"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810458"	"Mus musculus: MPS IX - Natowicz syndrome"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810459"	"Mus musculus: Mucopolysaccharidoses"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810460"	"Mus musculus: MPS IIIB - Sanfilippo syndrome B"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810461"	"Mus musculus: MPS VI - Maroteaux-Lamy syndrome"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810462"	"Mus musculus: MPS IV - Morquio syndrome A"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810463"	"Mus musculus: MPS IIIC - Sanfilippo syndrome C"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810464"	"Mus musculus: MPS VII - Sly syndrome"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810465"	"Mus musculus: MPS II - Hunter syndrome"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810466"	"Mus musculus: MPS I - Hurler syndrome"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810467"	"Mus musculus: MPS IIID - Sanfilippo syndrome D"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810468"	"Mus musculus: MPS IIIA - Sanfilippo syndrome A"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4810469"	"Mus musculus: MPS IV - Morquio syndrome B"	15	110	2.61686732730496e-06	2.8813984810434e-05
"4809920"	"Mus musculus: Apoptosis"	18	159	3.08329077896614e-06	3.3584661925728e-05
"4810429"	"Mus musculus: Generic Transcription Pathway"	16	128	3.41233029327178e-06	3.6754015722924e-05
"4809893"	"Mus musculus: Fatty acid, triacylglycerol, and ketone body metabolism"	17	144	3.44682279731272e-06	3.6754015722924e-05
"4810638"	"Mus musculus: Cell-Cell communication"	14	100	4.25112906233605e-06	4.48582681265252e-05
"4810607"	"Mus musculus: eNOS activation and regulation"	7	19	5.71644055042132e-06	5.90893293630286e-05
"4810608"	"Mus musculus: Metabolism of nitric oxide"	7	19	5.71644055042132e-06	5.90893293630286e-05
"4810004"	"Mus musculus: Phospholipase C-mediated cascade"	10	51	7.47736009098459e-06	7.65107653754281e-05
"4810025"	"Mus musculus: Insulin receptor signalling cascade"	13	91	7.62493831733714e-06	7.72406251546252e-05
"4809869"	"Mus musculus: SLC-mediated transmembrane transport"	22	244	8.04585416155349e-06	8.06975273827098e-05
"4809881"	"Mus musculus: Transmission across Chemical Synapses"	18	174	9.64237666542432e-06	9.51539295300935e-05
"4809994"	"Mus musculus: PLC beta mediated events"	9	41	9.67507871826222e-06	9.51539295300935e-05
"4810017"	"Mus musculus: Smooth Muscle Contraction"	7	21	9.79442428401195e-06	9.54014596125395e-05
"4810031"	"Mus musculus: IRS-mediated signalling"	12	82	1.36277785343577e-05	0.000131475615764803
"4811110"	"Mus musculus: MHC class II antigen presentation"	13	97	1.41442346247631e-05	0.000134806104414901
"4809863"	"Mus musculus: Biological oxidations"	17	162	1.42391442965394e-05	0.000134806104414901
"4810020"	"Mus musculus: Signaling by the B Cell Receptor (BCR)"	18	180	1.46942325273679e-05	0.000137826458798368
"4810709"	"Mus musculus: CDO in myogenesis"	7	23	1.60304892061254e-05	0.00014762623241641
"4810710"	"Mus musculus: Myogenesis"	7	23	1.60304892061254e-05	0.00014762623241641
"4810023"	"Mus musculus: Fc epsilon receptor (FCERI) signaling"	17	164	1.64647690712053e-05	0.00015025955918136
"4810028"	"Mus musculus: IRS-related events"	12	85	1.88279970916197e-05	0.000170292509409025
"4810035"	"Mus musculus: PI3K Cascade"	11	71	1.92309880914005e-05	0.000172398149881316
"4810013"	"Mus musculus: DAP12 signaling"	16	151	2.25925061112436e-05	0.000200756216584998
"4809946"	"Mus musculus: Transcription"	16	156	3.24882246194207e-05	0.000284533112084073
"4810807"	"Mus musculus: Ion channel transport"	14	122	3.25822714726086e-05	0.000284533112084073
"4809931"	"Mus musculus: Phase 1 - Functionalization of compounds"	12	91	3.46009611551568e-05	0.000299579261967298
"4809996"	"Mus musculus: Opioid Signalling"	10	63	3.79574493311165e-05	0.000323116774558159
"4810816"	"Mus musculus: Cell junction organization"	10	63	3.79574493311165e-05	0.000323116774558159
"4810014"	"Mus musculus: DAP12 interactions"	16	161	4.60349999737436e-05	0.000388612124778352
"4809998"	"Mus musculus: DAG and IP3 signaling"	7	30	6.82499407624961e-05	0.000571381735474451
"4810988"	"Mus musculus: Endosomal/Vacuolar pathway"	6	20	7.02650220145812e-05	0.000581467782190098
"4811071"	"Mus musculus: Activation of Chaperone Genes by ATF6-alpha"	4	5	7.06027020823119e-05	0.000581467782190098
"4810026"	"Mus musculus: Signaling by Insulin receptor"	13	116	7.67936402512998e-05	0.000627354496569087
"4810137"	"Mus musculus: Cytokine Signaling in Immune system"	20	246	7.79388724468122e-05	0.000631616622308966
"4811026"	"Mus musculus: Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	5	12	8.22468641953009e-05	0.000661238678014601
"4809999"	"Mus musculus: PLC-gamma1 signalling"	7	32	9.70784587691653e-05	0.000768284990102847
"4810008"	"Mus musculus: EGFR interacts with phospholipase C-gamma"	7	32	9.70784587691653e-05	0.000768284990102847
"4810259"	"Mus musculus: Activation of BH3-only proteins"	6	22	0.000109570037635614	0.000860422078487417
"4810011"	"Mus musculus: PLCG1 events in ERBB2 signaling"	7	33	0.000114820173829545	0.000882829008249062
"4810330"	"Mus musculus: PKB-mediated events"	7	33	0.000114820173829545	0.000882829008249062
"4811139"	"Mus musculus: Scavenging by Class F Receptors"	4	6	0.000115037935921892	0.000882829008249062
"4810986"	"Mus musculus: Antigen processing-Cross presentation"	11	92	0.000160105836373621	0.00121945272365773
"4810667"	"Mus musculus: Peptide hormone metabolism"	8	48	0.00016664174434946	0.00125976184347763
"4810895"	"Mus musculus: ER Quality Control Compartment (ERQC)"	4	7	0.000176732494700694	0.00132614827505039
"4810204"	"Mus musculus: Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"	13	128	0.000189151470208032	0.00140890028912306
"4810918"	"Mus musculus: Interferon Signaling"	12	111	0.000194643817241026	0.00143922764135153
"4809992"	"Mus musculus: CaM pathway"	6	25	0.000199226542422165	0.00145191717606945
"4810199"	"Mus musculus: Calmodulin induced events"	6	25	0.000199226542422165	0.00145191717606945
"4810720"	"Mus musculus: Nuclear Receptor transcription pathway"	8	50	0.00021397359306249	0.00154825178408787
"4810297"	"Mus musculus: Signaling by NOTCH"	10	80	0.000227090918445225	0.00162002183369727
"4810985"	"Mus musculus: ER-Phagosome pathway"	10	80	0.000227090918445225	0.00162002183369727
"4809877"	"Mus musculus: Metabolism of amino acids and derivatives"	16	187	0.000229269723670308	0.00162412748306309
"4811140"	"Mus musculus: Non-integrin membrane-ECM interactions"	8	51	0.000241472724487922	0.00169869354101573
"4810735"	"Mus musculus: Activation of Chaperones by ATF6-alpha"	4	8	0.000259177961810093	0.00179826900899743
"4811132"	"Mus musculus: NOTCH2 intracellular domain regulates transcription"	4	8	0.000259177961810093	0.00179826900899743
"4809936"	"Mus musculus: Processing of Capped Intron-Containing Pre-mRNA"	13	133	0.000266886126651947	0.00183915405645185
"4809993"	"Mus musculus: Ca-dependent events"	6	27	0.000285631583188939	0.00195503239034051
"4810256"	"Mus musculus: Platelet homeostasis"	8	53	0.000305164986246299	0.00207471228904363
"4810924"	"Mus musculus: Regulation of signaling by CBL"	5	17	0.000311282936948797	0.00210219743419421
"4810917"	"Mus musculus: Interferon gamma signaling"	9	68	0.000315819213872178	0.00211870770630805
"4810912"	"Mus musculus: HS-GAG biosynthesis"	6	28	0.000338611941670891	0.00225667037442508
"4810142"	"Mus musculus: Signaling by SCF-KIT"	12	120	0.000374999096803765	0.00248283715726937
"4810480"	"Mus musculus: GAB1 signalosome"	10	86	0.000384765794452795	0.00253095941416027
"4810806"	"Mus musculus: Ion transport by P-type ATPases"	6	30	0.000467435949718953	0.00305492011009871
"4809876"	"Mus musculus: Amino acid synthesis and interconversion (transamination)"	5	19	0.00047945586430528	0.00309355917542196
"4810255"	"Mus musculus: Platelet calcium homeostasis"	5	19	0.00047945586430528	0.00309355917542196
"4810805"	"Mus musculus: Reduction of cytosolic Ca++ levels"	4	10	0.000500999291589243	0.00319740849134209
"4809846"	"Mus musculus: Cellular responses to stress"	14	162	0.000501863721740762	0.00319740849134209
"4810365"	"Mus musculus: mTOR signalling"	6	31	0.000544697757904074	0.00342719769414178
"4810740"	"Mus musculus: Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	6	31	0.000544697757904074	0.00342719769414178
"4810666"	"Mus musculus: Insulin Processing"	5	20	0.000585477531500887	0.00366104160129876
"4811080"	"Mus musculus: Inositol phosphate metabolism"	7	45	0.000614429405550022	0.00379522553550105
"4811128"	"Mus musculus: Binding and Uptake of Ligands by Scavenger Receptors"	7	45	0.000614429405550022	0.00379522553550105
"4810154"	"Mus musculus: Toll-Like Receptors Cascades"	11	110	0.000648217501072334	0.00397966259749257
"4810404"	"Mus musculus: Adenylate cyclase inhibitory pathway"	4	11	0.00066796782227019	0.00405180481412996
"4810405"	"Mus musculus: Inhibition of adenylate cyclase pathway"	4	11	0.00066796782227019	0.00405180481412996
"4809938"	"Mus musculus: mRNA Splicing - Major Pathway"	12	129	0.000680018672606341	0.0040760882565102
"4809939"	"Mus musculus: mRNA Splicing"	12	129	0.000680018672606341	0.0040760882565102
"4810837"	"Mus musculus: Sphingolipid metabolism"	8	61	0.000710863911760089	0.00423591260360571
"4810348"	"Mus musculus: Regulation of Insulin Secretion"	9	77	0.00071878824606187	0.00425808475591037
"4809945"	"Mus musculus: RNA Polymerase II Transcription"	11	112	0.000743698226664116	0.00438003664889971
"4811135"	"Mus musculus: Constitutive PI3K/AKT Signaling in Cancer"	9	78	0.000781954782511008	0.00457872944903844
"4810019"	"Mus musculus: Antigen Activates B Cell Receptor Leading to Generation of Second Messengers"	6	34	0.000837024801074061	0.00484517784850299
"4810203"	"Mus musculus: Activation of NMDA receptor upon glutamate binding and postsynaptic events"	6	34	0.000837024801074061	0.00484517784850299
"4809937"	"Mus musculus: mRNA Processing"	13	152	0.000857332907730785	0.00490665669791687
"4810576"	"Mus musculus: Downstream Signaling Events Of B Cell Receptor (BCR)"	13	152	0.000857332907730785	0.00490665669791687
"4810913"	"Mus musculus: Heparan sulfate/heparin (HS-GAG) metabolism"	7	48	0.000866294187822681	0.00493008995654143
"4811153"	"Mus musculus: Regulation of PLK1 Activity at G2/M Transition"	9	80	0.000921851022075538	0.00521695578414815
"4810979"	"Mus musculus: G0 and Early G1"	5	23	0.00100980241998785	0.00568294361915383
"4810481"	"Mus musculus: PI-3K cascade"	9	82	0.00108139573250073	0.00592137230823373
"4810575"	"Mus musculus: PIP3 activates AKT signaling"	9	82	0.00108139573250073	0.00592137230823373
"4810577"	"Mus musculus: PI3K events in ERBB4 signaling"	9	82	0.00108139573250073	0.00592137230823373
"4810578"	"Mus musculus: PI3K events in ERBB2 signaling"	9	82	0.00108139573250073	0.00592137230823373
"4810579"	"Mus musculus: PI3K/AKT Signaling in Cancer"	9	82	0.00108139573250073	0.00592137230823373
"4810198"	"Mus musculus: CaMK IV-mediated phosphorylation of CREB"	3	5	0.00112386074185313	0.00612081145966246
"4810795"	"Mus musculus: Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	9	83	0.00116914838283992	0.00633340808458201
"4810520"	"Mus musculus: Cholesterol biosynthesis"	5	24	0.00119208053452762	0.00642328500785362
"4810676"	"Mus musculus: Clathrin derived vesicle budding"	8	67	0.00123695221254728	0.00659490837531788
"4810677"	"Mus musculus: trans-Golgi Network Vesicle Budding"	8	67	0.00123695221254728	0.00659490837531788
"4809845"	"Mus musculus: Cellular Senescence"	12	141	0.00138705563104942	0.00735647829451863
"4811086"	"Mus musculus: A tetrasaccharide linker sequence is required for GAG synthesis"	5	25	0.00139758129834422	0.00737369716261818
"4810571"	"Mus musculus: PI3K/AKT activation"	9	86	0.00146742712432963	0.00756855716483953
"4810944"	"Mus musculus: Negative regulation of FGFR signaling"	6	39	0.00157629975278401	0.00756855716483953
"4810412"	"Mus musculus: Signaling by TGF-beta Receptor Complex"	8	70	0.00159664843990839	0.00756855716483953
"4810413"	"Mus musculus: SMAD2/3 Phosphorylation Motif Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810414"	"Mus musculus: Loss of Function of SMAD2/3 in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810415"	"Mus musculus: Signaling by TGF-beta Receptor Complex in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810416"	"Mus musculus: SMAD4 MH2 Domain Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810417"	"Mus musculus: Loss of Function of SMAD4 in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810418"	"Mus musculus: SMAD2/3 MH2 Domain Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810419"	"Mus musculus: TGFBR2 MSI Frameshift Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810420"	"Mus musculus: Loss of Function of TGFBR2 in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810421"	"Mus musculus: TGFBR2 Kinase Domain Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810422"	"Mus musculus: TGFBR1 KD Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810423"	"Mus musculus: Loss of Function of TGFBR1 in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4810424"	"Mus musculus: TGFBR1 LBD Mutants in Cancer"	8	70	0.00159664843990839	0.00756855716483953
"4811028"	"Mus musculus: Collagen formation"	8	70	0.00159664843990839	0.00756855716483953
"4810853"	"Mus musculus: Lysosome Vesicle Biogenesis"	5	26	0.00162803413602153	0.00756855716483953
"4811079"	"Mus musculus: Synthesis of IP3 and IP4 in the cytosol"	5	26	0.00162803413602153	0.00756855716483953
"4810201"	"Mus musculus: CREB phosphorylation through the activation of CaMKK"	3	6	0.00165048976173853	0.00756855716483953
"4810881"	"Mus musculus: Regulation of mRNA Stability by Proteins that Bind AU-rich Elements"	9	88	0.00169817865811879	0.00756855716483953
"4809896"	"Mus musculus: Metabolism of water-soluble vitamins and cofactors"	8	71	0.00173337143360589	0.00756855716483953
"4809897"	"Mus musculus: Metabolism of vitamins and cofactors"	8	71	0.00173337143360589	0.00756855716483953
"4809898"	"Mus musculus: Defective TCN2 causes hereditary megaloblastic anemia"	8	71	0.00173337143360589	0.00756855716483953
"4809899"	"Mus musculus: Defects in cobalamin (B12) metabolism"	8	71	0.00173337143360589	0.00756855716483953
"4809900"	"Mus musculus: Defects in vitamin and cofactor metabolism"	8	71	0.00173337143360589	0.00756855716483953
"4809902"	"Mus musculus: Defective GIF causes intrinsic factor deficiency"	8	71	0.00173337143360589	0.00756855716483953
"4809903"	"Mus musculus: Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	8	71	0.00173337143360589	0.00756855716483953
"4809904"	"Mus musculus: Defective AMN causes hereditary megaloblastic anemia 1"	8	71	0.00173337143360589	0.00756855716483953
"4809905"	"Mus musculus: Defective CUBN causes hereditary megaloblastic anemia 1"	8	71	0.00173337143360589	0.00756855716483953
"4809906"	"Mus musculus: Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	8	71	0.00173337143360589	0.00756855716483953
"4809907"	"Mus musculus: Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	8	71	0.00173337143360589	0.00756855716483953
"4809908"	"Mus musculus: Defective MMAB causes methylmalonic aciduria type cblB"	8	71	0.00173337143360589	0.00756855716483953
"4809909"	"Mus musculus: Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	8	71	0.00173337143360589	0.00756855716483953
"4809910"	"Mus musculus: Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	8	71	0.00173337143360589	0.00756855716483953
"4809911"	"Mus musculus: Defective MMAA causes methylmalonic aciduria type cblA"	8	71	0.00173337143360589	0.00756855716483953
"4809912"	"Mus musculus: Defective MUT causes methylmalonic aciduria mut type"	8	71	0.00173337143360589	0.00756855716483953
"4809913"	"Mus musculus: Defective CD320 causes methylmalonic aciduria"	8	71	0.00173337143360589	0.00756855716483953
"4809914"	"Mus musculus: Defective BTD causes biotidinase deficiency"	8	71	0.00173337143360589	0.00756855716483953
"4809915"	"Mus musculus: Defects in biotin (Btn) metabolism"	8	71	0.00173337143360589	0.00756855716483953
"4809916"	"Mus musculus: Defective HLCS causes multiple carboxylase deficiency"	8	71	0.00173337143360589	0.00756855716483953
"4809867"	"Mus musculus: Glucose transport"	6	41	0.00198132999833778	0.00857729610391528
"4810699"	"Mus musculus: Netrin-1 signaling"	6	41	0.00198132999833778	0.00857729610391528
"4810287"	"Mus musculus: G2/M Transition"	10	110	0.00216439638909226	0.00932992996659769
"4811157"	"Mus musculus: Stimuli-sensing channels"	8	74	0.00219969131131041	0.00944189533202308
"4810491"	"Mus musculus: Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	9	92	0.00224658942843585	0.00960251093251272
"4810702"	"Mus musculus: Neurofascin interactions"	3	7	0.00230854054423138	0.00978473460797654
"4810717"	"Mus musculus: NrCAM interactions"	3	7	0.00230854054423138	0.00978473460797654
"4810288"	"Mus musculus: Mitotic G2-G2/M phases"	10	112	0.00244441705330501	0.0102567910685116
"4809868"	"Mus musculus: Hexose transport"	6	43	0.00246041483677031	0.0102567910685116
"4810230"	"Mus musculus: Intrinsic Pathway for Apoptosis"	6	43	0.00246041483677031	0.0102567910685116
"4810741"	"Mus musculus: Regulation of Insulin Secretion by Glucagon-like Peptide-1"	6	43	0.00246041483677031	0.0102567910685116
"4810307"	"Mus musculus: Signaling by NOTCH2"	5	29	0.00248672763114219	0.0103239962719141
"4810067"	"Mus musculus: Fatty Acyl-CoA Biosynthesis"	4	17	0.00255985925958489	0.0105793391928333
"4810580"	"Mus musculus: Role of LAT2/NTAL/LAB on calcium mobilization"	9	94	0.0025691188957917	0.0105793391928333
"4810728"	"Mus musculus: Loss of Nlp from mitotic centrosomes"	7	60	0.00277443071266449	0.0112871418149764
"4810729"	"Mus musculus: Loss of proteins required for interphase microtubule organization from the centrosome"	7	60	0.00277443071266449	0.0112871418149764
"4810824"	"Mus musculus: Golgi Associated Vesicle Biogenesis"	7	60	0.00277443071266449	0.0112871418149764
"4810382"	"Mus musculus: Fcgamma receptor (FCGR) dependent phagocytosis"	8	78	0.00296846840612485	0.0119803127306951
"4810591"	"Mus musculus: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	8	78	0.00296846840612485	0.0119803127306951
