"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810607"	"Mus musculus: eNOS activation and regulation"	6	19	0.000128768809848853	0.000975883623211666
"4810608"	"Mus musculus: Metabolism of nitric oxide"	6	19	0.000128768809848853	0.000975883623211666
"4810142"	"Mus musculus: Signaling by SCF-KIT"	14	120	0.000140308482504275	0.00105579645345415
"4810576"	"Mus musculus: Downstream Signaling Events Of B Cell Receptor (BCR)"	16	152	0.000145533238228732	0.00107864538746804
"4810348"	"Mus musculus: Regulation of Insulin Secretion"	11	77	0.000146606082718343	0.00107864538746804
"4809931"	"Mus musculus: Phase 1 - Functionalization of compounds"	12	91	0.000147411480850958	0.00107864538746804
"4810025"	"Mus musculus: Insulin receptor signalling cascade"	12	91	0.000147411480850958	0.00107864538746804
"4811026"	"Mus musculus: Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	5	12	0.000168968441936926	0.00122791449928136
"4809867"	"Mus musculus: Glucose transport"	8	41	0.000181155634251666	0.00130752467987087
"4810256"	"Mus musculus: Platelet homeostasis"	9	53	0.000184241799340634	0.00132081452094873
"4811139"	"Mus musculus: Scavenging by Class F Receptors"	4	6	0.00020772731145171	0.00139048786596976
"4809845"	"Mus musculus: Cellular Senescence"	15	141	0.000208509754414309	0.00139048786596976
"4810457"	"Mus musculus: Glycosaminoglycan metabolism"	13	110	0.000213618776770095	0.00139048786596976
"4810458"	"Mus musculus: MPS IX - Natowicz syndrome"	13	110	0.000213618776770095	0.00139048786596976
"4810459"	"Mus musculus: Mucopolysaccharidoses"	13	110	0.000213618776770095	0.00139048786596976
"4810460"	"Mus musculus: MPS IIIB - Sanfilippo syndrome B"	13	110	0.000213618776770095	0.00139048786596976
"4810461"	"Mus musculus: MPS VI - Maroteaux-Lamy syndrome"	13	110	0.000213618776770095	0.00139048786596976
"4810462"	"Mus musculus: MPS IV - Morquio syndrome A"	13	110	0.000213618776770095	0.00139048786596976
"4810463"	"Mus musculus: MPS IIIC - Sanfilippo syndrome C"	13	110	0.000213618776770095	0.00139048786596976
"4810464"	"Mus musculus: MPS VII - Sly syndrome"	13	110	0.000213618776770095	0.00139048786596976
"4810465"	"Mus musculus: MPS II - Hunter syndrome"	13	110	0.000213618776770095	0.00139048786596976
"4810466"	"Mus musculus: MPS I - Hurler syndrome"	13	110	0.000213618776770095	0.00139048786596976
"4810467"	"Mus musculus: MPS IIID - Sanfilippo syndrome D"	13	110	0.000213618776770095	0.00139048786596976
"4810468"	"Mus musculus: MPS IIIA - Sanfilippo syndrome A"	13	110	0.000213618776770095	0.00139048786596976
"4810469"	"Mus musculus: MPS IV - Morquio syndrome B"	13	110	0.000213618776770095	0.00139048786596976
"4810137"	"Mus musculus: Cytokine Signaling in Immune system"	21	246	0.000228443579776091	0.00147791852525873
"4810031"	"Mus musculus: IRS-mediated signalling"	11	82	0.000240572965442019	0.00154270248850904
"4809868"	"Mus musculus: Hexose transport"	8	43	0.000241365328079643	0.00154270248850904
"4811028"	"Mus musculus: Collagen formation"	10	70	0.000290195170717696	0.00184369506665554
"4810205"	"Mus musculus: PKA-mediated phosphorylation of CREB"	5	14	0.000300584750839417	0.00188710308071374
"4810209"	"Mus musculus: PKA activation in glucagon signalling"	5	14	0.000300584750839417	0.00188710308071374
"442533"	"Mus musculus: Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes"	8	45	0.000317038932204283	0.00192962584881449
"4811069"	"Mus musculus: Activation of Chaperone Genes by XBP1(S)"	8	45	0.000317038932204283	0.00192962584881449
"4811128"	"Mus musculus: Binding and Uptake of Ligands by Scavenger Receptors"	8	45	0.000317038932204283	0.00192962584881449
"4810717"	"Mus musculus: NrCAM interactions"	4	7	0.000317927382875483	0.00192962584881449
"4810895"	"Mus musculus: ER Quality Control Compartment (ERQC)"	4	7	0.000317927382875483	0.00192962584881449
"4810028"	"Mus musculus: IRS-related events"	11	85	0.000318270050464219	0.00192962584881449
"4810035"	"Mus musculus: PI3K Cascade"	10	71	0.00032142706408772	0.00193769383521063
"4810019"	"Mus musculus: Antigen Activates B Cell Receptor Leading to Generation of Second Messengers"	7	34	0.000344012328871481	0.00206213040074939
"4810480"	"Mus musculus: GAB1 signalosome"	11	86	0.000348453132305884	0.0020770155807671
"4810738"	"Mus musculus: Activation of Chaperones by IRE1alpha"	8	46	0.000361550610620057	0.00214304579814458
"4810881"	"Mus musculus: Regulation of mRNA Stability by Proteins that Bind AU-rich Elements"	11	88	0.000416069759385801	0.00245250008171297
"4810409"	"Mus musculus: Adenylate cyclase activating pathway"	4	8	0.000464485646746539	0.00268619191261681
"4810735"	"Mus musculus: Activation of Chaperones by ATF6-alpha"	4	8	0.000464485646746539	0.00268619191261681
"4811132"	"Mus musculus: NOTCH2 intracellular domain regulates transcription"	4	8	0.000464485646746539	0.00268619191261681
"4810667"	"Mus musculus: Peptide hormone metabolism"	8	48	0.000465842895307722	0.00268619191261681
"4810802"	"Mus musculus: Trafficking of GluR2-containing AMPA receptors"	5	16	0.000498027079016604	0.00285625259911684
"4810922"	"Mus musculus: Factors involved in megakaryocyte development and platelet production"	14	138	0.000517860991911865	0.00295403501300263
"4810853"	"Mus musculus: Lysosome Vesicle Biogenesis"	6	26	0.000541344988295115	0.00307148145765303
"4810986"	"Mus musculus: Antigen processing-Cross presentation"	11	92	0.000584568964338824	0.00329908335725262
"4810720"	"Mus musculus: Nuclear Receptor transcription pathway"	8	50	0.000593278581801551	0.0033305215623886
"4811135"	"Mus musculus: Constitutive PI3K/AKT Signaling in Cancer"	10	78	0.000628216773075462	0.00350809471701613
"4810346"	"Mus musculus: Respiratory electron transport"	11	93	0.000634584310571876	0.00352509923307205
"4811140"	"Mus musculus: Non-integrin membrane-ECM interactions"	8	51	0.00066679244713269	0.00368472284587387
"4810985"	"Mus musculus: ER-Phagosome pathway"	10	80	0.000750641334551617	0.00412658267336407
"4810785"	"Mus musculus: Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	6	28	0.000759692958644013	0.0041335088672887
"4810801"	"Mus musculus: Trafficking of AMPA receptors"	6	28	0.000759692958644013	0.0041335088672887
"4810171"	"Mus musculus: L1CAM interactions"	11	96	0.000806453876785031	0.00436554879218836
"4811162"	"Mus musculus: Nuclear Envelope Breakdown"	7	40	0.000811001239504311	0.00436787977215266
"4810739"	"Mus musculus: Transcriptional Regulation of White Adipocyte Differentiation"	8	53	0.000835816482097795	0.00447879438134222
"4810805"	"Mus musculus: Reduction of cytosolic Ca++ levels"	4	10	0.000891144100897632	0.0046168977978202
"4810855"	"Mus musculus: Type I hemidesmosome assembly"	4	10	0.000891144100897632	0.0046168977978202
"4810481"	"Mus musculus: PI-3K cascade"	10	82	0.000892049056129256	0.0046168977978202
"4810575"	"Mus musculus: PIP3 activates AKT signaling"	10	82	0.000892049056129256	0.0046168977978202
"4810577"	"Mus musculus: PI3K events in ERBB4 signaling"	10	82	0.000892049056129256	0.0046168977978202
"4810578"	"Mus musculus: PI3K events in ERBB2 signaling"	10	82	0.000892049056129256	0.0046168977978202
"4810579"	"Mus musculus: PI3K/AKT Signaling in Cancer"	10	82	0.000892049056129256	0.0046168977978202
"4809876"	"Mus musculus: Amino acid synthesis and interconversion (transamination)"	5	19	0.00095849568801899	0.00493671808246674
"4810806"	"Mus musculus: Ion transport by P-type ATPases"	6	30	0.00104043854996343	0.00533287585271111
"4809928"	"Mus musculus: Metabolism of nucleotides"	10	84	0.00105459729558162	0.00537946024332738
"4810026"	"Mus musculus: Signaling by Insulin receptor"	12	116	0.00108265696146869	0.00549616763692958
"4810347"	"Mus musculus: Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	12	117	0.00115864192433004	0.00583513669539046
"4810666"	"Mus musculus: Insulin Processing"	5	20	0.00116592740756152	0.00583513669539046
"4810988"	"Mus musculus: Endosomal/Vacuolar pathway"	5	20	0.00116592740756152	0.00583513669539046
"4810230"	"Mus musculus: Intrinsic Pathway for Apoptosis"	7	43	0.00118268064867753	0.00586366433760217
"4810741"	"Mus musculus: Regulation of Insulin Secretion by Glucagon-like Peptide-1"	7	43	0.00118268064867753	0.00586366433760217
"4810410"	"Mus musculus: Regulation of Glucokinase by Glucokinase Regulatory Protein"	6	31	0.00120762723187017	0.00590457370052649
"4810625"	"Mus musculus: Signaling by Robo receptor"	6	31	0.00120762723187017	0.00590457370052649
"4810740"	"Mus musculus: Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	6	31	0.00120762723187017	0.00590457370052649
"4810571"	"Mus musculus: PI3K/AKT activation"	10	86	0.00124058737828747	0.0060379046255184
"4811126"	"Mus musculus: Mitotic Prophase"	8	58	0.00141135353920635	0.00683765344793577
"4810052"	"Mus musculus: Transport of Mature Transcript to Cytoplasm"	6	33	0.00160286189446668	0.00766052463977093
"4810330"	"Mus musculus: PKB-mediated events"	6	33	0.00160286189446668	0.00766052463977093
"4811078"	"Mus musculus: NOTCH1 Intracellular Domain Regulates Transcription"	6	33	0.00160286189446668	0.00766052463977093
"4811157"	"Mus musculus: Stimuli-sensing channels"	9	74	0.00161621699628179	0.00768971404957391
"4810259"	"Mus musculus: Activation of BH3-only proteins"	5	22	0.00167780482400187	0.00791178185895991
"4811130"	"Mus musculus: Scavenging by Class A Receptors"	5	22	0.00167780482400187	0.00791178185895991
"4810141"	"Mus musculus: Signaling by ERBB4"	14	158	0.00172253253847453	0.00808675674036053
"4810198"	"Mus musculus: CaMK IV-mediated phosphorylation of CREB"	3	5	0.0017492645348585	0.00817607784795098
"4810203"	"Mus musculus: Activation of NMDA receptor upon glutamate binding and postsynaptic events"	6	34	0.00183391735884189	0.00847334630893191
"4810296"	"Mus musculus: Signaling by NOTCH1"	8	61	0.00188474055504989	0.00847334630893191
"4810298"	"Mus musculus: Signaling by NOTCH1 PEST Domain Mutants in Cancer"	8	61	0.00188474055504989	0.00847334630893191
"4810299"	"Mus musculus: Signaling by NOTCH1 in Cancer"	8	61	0.00188474055504989	0.00847334630893191
"4810300"	"Mus musculus: FBXW7 Mutants and NOTCH1 in Cancer"	8	61	0.00188474055504989	0.00847334630893191
"4810301"	"Mus musculus: Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	8	61	0.00188474055504989	0.00847334630893191
"4810302"	"Mus musculus: Signaling by NOTCH1 HD Domain Mutants in Cancer"	8	61	0.00188474055504989	0.00847334630893191
"4810303"	"Mus musculus: Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	8	61	0.00188474055504989	0.00847334630893191
"4810837"	"Mus musculus: Sphingolipid metabolism"	8	61	0.00188474055504989	0.00847334630893191
"4810136"	"Mus musculus: Signaling by Interleukins"	11	108	0.00192353632394647	0.00861127442914433
"4810208"	"Mus musculus: PKA activation"	4	13	0.00195845454158641	0.00872046709169052
"4809852"	"Mus musculus: Oxidative Stress Induced Senescence"	10	92	0.00196436534864659	0.00872046709169052
"4810979"	"Mus musculus: G0 and Early G1"	5	23	0.00198781154840025	0.00878778355355276
"4809942"	"Mus musculus: Post-Elongation Processing of the Transcript"	7	48	0.0020849231309776	0.00904807656459302
"4809943"	"Mus musculus: Cleavage of Growing Transcript in the Termination Region "	7	48	0.0020849231309776	0.00904807656459302
"4809944"	"Mus musculus: RNA Polymerase II Transcription Termination"	7	48	0.0020849231309776	0.00904807656459302
"4810210"	"Mus musculus: Glucagon signaling in metabolic regulation"	6	35	0.00208932964969396	0.00904807656459302
"4811167"	"Mus musculus: Nuclear Pore Complex (NPC) Disassembly"	6	35	0.00208932964969396	0.00904807656459302
"4810382"	"Mus musculus: Fcgamma receptor (FCGR) dependent phagocytosis"	9	78	0.00224524812101557	0.00968377339998991
"4810580"	"Mus musculus: Role of LAT2/NTAL/LAB on calcium mobilization"	10	94	0.00226998015133357	0.00975080542738833
"4810520"	"Mus musculus: Cholesterol biosynthesis"	5	24	0.002337633419765	0.00998446354983696
"4810918"	"Mus musculus: Interferon Signaling"	11	111	0.00234319644100792	0.00998446354983696
"4810624"	"Mus musculus: Transport to the Golgi and subsequent modification"	6	36	0.00237068585914744	0.0100611907862217
"4809983"	"Mus musculus: RNA Polymerase II Pre-transcription Events"	8	64	0.00247514787966692	0.0104626768937315
"4810201"	"Mus musculus: CREB phosphorylation through the activation of CaMKK"	3	6	0.00255991028052529	0.0107780349509418
