"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810142"	"Mus musculus: Signaling by SCF-KIT"	42	120	7.21802248831869e-26	2.67564626722158e-24
"4810580"	"Mus musculus: Role of LAT2/NTAL/LAB on calcium mobilization"	38	94	2.36153251529058e-25	8.46215817979125e-24
"4810005"	"Mus musculus: Downstream signaling of activated FGFR"	42	125	2.6761860726027e-25	9.28032267112228e-24
"4810006"	"Mus musculus: Signaling by FGFR"	43	138	8.66703670317629e-25	2.91158264247328e-23
"4810012"	"Mus musculus: Signaling by ERBB2"	43	139	1.09939582183803e-24	3.58136517719964e-23
"4811135"	"Mus musculus: Constitutive PI3K/AKT Signaling in Cancer"	35	78	1.15579828299921e-24	3.65436221830632e-23
"4810007"	"Mus musculus: Signaling by FGFR in disease"	44	148	1.21048869927896e-24	3.71792957635681e-23
"4810480"	"Mus musculus: GAB1 signalosome"	36	86	1.65252235054003e-24	4.80124736981225e-23
"4810571"	"Mus musculus: PI3K/AKT activation"	36	86	1.65252235054003e-24	4.80124736981225e-23
"4809997"	"Mus musculus: Signaling by GPCR"	115	1091	2.02076889333372e-24	5.71664884298356e-23
"4810013"	"Mus musculus: DAP12 signaling"	44	151	2.3810943074268e-24	6.5632727704713e-23
"4810481"	"Mus musculus: PI-3K cascade"	35	82	4.31632188991135e-24	1.05455591628516e-22
"4810575"	"Mus musculus: PIP3 activates AKT signaling"	35	82	4.31632188991135e-24	1.05455591628516e-22
"4810577"	"Mus musculus: PI3K events in ERBB4 signaling"	35	82	4.31632188991135e-24	1.05455591628516e-22
"4810578"	"Mus musculus: PI3K events in ERBB2 signaling"	35	82	4.31632188991135e-24	1.05455591628516e-22
"4810579"	"Mus musculus: PI3K/AKT Signaling in Cancer"	35	82	4.31632188991135e-24	1.05455591628516e-22
"4810023"	"Mus musculus: Fc epsilon receptor (FCERI) signaling"	45	164	5.70748651886936e-24	1.36345511284101e-22
"4811053"	"Mus musculus: Collagen biosynthesis and modifying enzymes"	30	51	5.88783360733433e-24	1.37596111475748e-22
"4810141"	"Mus musculus: Signaling by ERBB4"	44	158	1.09674707162197e-23	2.5085172382843e-22
"4810014"	"Mus musculus: DAP12 interactions"	44	161	2.06691100584839e-23	4.62901944018128e-22
"4810725"	"Mus musculus: G alpha (i) signalling events"	48	200	2.44823218652832e-23	5.37112163371009e-22
"4810132"	"Mus musculus: NCAM signaling for neurite out-growth"	30	61	3.05977824975474e-22	6.57852323697269e-21
"4810694"	"Mus musculus: Peptide ligand-binding receptors"	44	176	4.13907444210423e-22	8.72451965737657e-21
"4811027"	"Mus musculus: Assembly of collagen fibrils and other multimeric structures"	27	45	7.13917658954874e-22	1.47588746803171e-20
"4810020"	"Mus musculus: Signaling by the B Cell Receptor (BCR)"	44	180	8.80219687681595e-22	1.78535125331644e-20
"4810711"	"Mus musculus: NCAM1 interactions"	25	35	1.04218534731376e-21	2.07472083030054e-20
"4810242"	"Mus musculus: Platelet activation, signaling and aggregation"	43	186	1.58318100559082e-20	3.09439923820025e-19
"4810240"	"Mus musculus: GPCR downstream signaling"	101	998	1.96779605440822e-20	3.77746564015864e-19
"4810204"	"Mus musculus: Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"	36	128	9.14213039378657e-20	1.72417371461764e-18
"4810807"	"Mus musculus: Ion channel transport"	35	122	1.730903483265e-19	3.20814007674117e-18
"4810245"	"Mus musculus: Integrin cell surface interactions"	29	77	5.11093898152386e-19	9.31230407650534e-18
"4809920"	"Mus musculus: Apoptosis"	38	159	9.9488040579644e-19	1.78249406038529e-17
"4810576"	"Mus musculus: Downstream Signaling Events Of B Cell Receptor (BCR)"	37	152	1.68673494751402e-18	2.97252470258617e-17
"4810026"	"Mus musculus: Signaling by Insulin receptor"	33	116	2.2908236418166e-18	3.97199260476265e-17
"4809893"	"Mus musculus: Fatty acid, triacylglycerol, and ketone body metabolism"	35	144	1.46098096918232e-17	2.49294371725555e-16
"4811141"	"Mus musculus: ECM proteoglycans"	24	55	3.77616473822372e-17	6.34277670873516e-16
"4810004"	"Mus musculus: Phospholipase C-mediated cascade"	23	51	9.65691828273074e-17	1.59710571599008e-15
"4810354"	"Mus musculus: G alpha (s) signalling events"	27	94	2.21894221881608e-15	3.6141861897383e-14
"4810035"	"Mus musculus: PI3K Cascade"	24	71	3.93986707640492e-15	6.32142851811237e-14
"4809951"	"Mus musculus: Metabolism of proteins"	71	691	4.68541590813194e-15	7.40709132535563e-14
"4810138"	"Mus musculus: Gastrin-CREB signalling pathway via PKC and MAPK"	35	180	5.37451824097653e-15	8.37334363630401e-14
"4810088"	"Mus musculus: Xenobiotics"	19	37	7.13148666144306e-15	1.0951925944359e-13
"4810031"	"Mus musculus: IRS-mediated signalling"	25	82	7.62320017220662e-15	1.15421692748199e-13
"4810025"	"Mus musculus: Insulin receptor signalling cascade"	26	91	8.08339278393238e-15	1.20689545037879e-13
"4810498"	"Mus musculus: FGFR ligand binding and activation"	16	21	1.05480892177917e-14	1.55331450809946e-13
"4810028"	"Mus musculus: IRS-related events"	25	85	1.51599319348913e-14	2.20228740946056e-13
"4810032"	"Mus musculus: IRS-related events triggered by IGF1R"	25	86	1.89621407601649e-14	2.7179068422903e-13
"4810251"	"Mus musculus: G alpha (q) signalling events"	32	158	2.91257186735648e-14	4.11975625974766e-13
"4810675"	"Mus musculus: Platelet degranulation "	24	81	4.42198849782712e-14	6.15746054063096e-13
"4810033"	"Mus musculus: IGF1R signaling cascade"	25	90	4.52501751357996e-14	6.15746054063096e-13
"4810034"	"Mus musculus: Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	25	90	4.52501751357996e-14	6.15746054063096e-13
"4810899"	"Mus musculus: PPARA Activates Gene Expression"	22	66	6.89113203920221e-14	9.25995867767797e-13
"4810244"	"Mus musculus: Response to elevated platelet cytosolic Ca2+"	24	86	1.3285727661625e-13	1.76322928842554e-12
"4810602"	"Mus musculus: Apoptotic cleavage of cellular proteins"	17	34	2.61466672146183e-13	3.4277642994774e-12
"4810997"	"Mus musculus: SHC-mediated cascade"	16	28	2.75012486833794e-13	3.56190871501601e-12
"4810638"	"Mus musculus: Cell-Cell communication"	25	100	3.38766496534558e-13	4.33540456874583e-12
"4810766"	"Mus musculus: Amine ligand-binding receptors"	17	35	3.76623279261028e-13	4.76317676712477e-12
"4810795"	"Mus musculus: Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	23	83	4.828288350985e-13	6.03536043873125e-12
"4810603"	"Mus musculus: Apoptotic execution  phase"	19	50	5.18363297730869e-13	6.40506373632971e-12
"4810131"	"Mus musculus: FRS2-mediated cascade"	17	36	5.37572842217689e-13	6.56694097027291e-12
"4810815"	"Mus musculus: Cell-cell junction organization"	17	37	7.60654468941861e-13	9.18768038328652e-12
"4810171"	"Mus musculus: L1CAM interactions"	24	96	9.99283956655018e-13	1.19358917044905e-11
"4811077"	"Mus musculus: Signaling by FGFR mutants"	17	38	1.06739670466951e-12	1.26093566760409e-11
"4810944"	"Mus musculus: Negative regulation of FGFR signaling"	17	39	1.48596953147836e-12	1.736323093847e-11
"4810816"	"Mus musculus: Cell junction organization"	20	63	1.97039064295401e-12	2.27760208728555e-11
"4810814"	"Mus musculus: Adherens junctions interactions"	15	27	2.07894689535789e-12	2.37751905586142e-11
"4810378"	"Mus musculus: Complement cascade"	16	36	5.3430906279093e-12	6.04612886842369e-11
"4809812"	"Mus musculus: Cell Cycle, Mitotic"	46	398	8.33466572293126e-12	9.33308922099073e-11
"4810094"	"Mus musculus: Arachidonic acid metabolism"	20	70	9.87556224313728e-12	1.09445664034769e-10
"4810500"	"Mus musculus: FGFR2 ligand binding and activation"	12	15	1.56325267125424e-11	1.6804966215983e-10
"4811103"	"Mus musculus: Activated point mutants of FGFR2"	12	15	1.56325267125424e-11	1.6804966215983e-10
"4811104"	"Mus musculus: Signaling by FGFR2 mutants"	12	15	1.56325267125424e-11	1.6804966215983e-10
"4810512"	"Mus musculus: Membrane Trafficking"	31	195	1.9055051417808e-11	2.02813666080629e-10
"4811140"	"Mus musculus: Non-integrin membrane-ECM interactions"	17	51	4.70292946033705e-11	4.95651879398268e-10
"4810956"	"Mus musculus: Ligand-gated ion channel transport"	12	18	7.10151811554802e-11	7.41177861574186e-10
"4810497"	"Mus musculus: FGFR1 ligand binding and activation"	11	14	1.2762216271882e-10	1.3191713934878e-09
"4809877"	"Mus musculus: Metabolism of amino acids and derivatives"	29	187	1.41587874709023e-10	1.44959014583048e-09
"4809846"	"Mus musculus: Cellular responses to stress"	27	162	1.45766707848653e-10	1.47829444280473e-09
"4810356"	"Mus musculus: Class B/2 (Secretin family receptors)"	18	65	1.6323892736176e-10	1.6400172608775e-09
"4810248"	"Mus musculus: Cell surface interactions at the vascular wall"	20	86	2.29009446325029e-10	2.27949217406858e-09
"4810137"	"Mus musculus: Cytokine Signaling in Immune system"	33	246	2.38148324083029e-10	2.34871053568125e-09
"4810230"	"Mus musculus: Intrinsic Pathway for Apoptosis"	15	43	3.83413514496187e-10	3.7469957098491e-09
"4809825"	"Mus musculus: Mitotic G1-G1/S phases"	23	125	6.07043965132945e-10	5.77583359564567e-09
"4810505"	"Mus musculus: FGFR4 ligand binding and activation"	10	12	6.07134136100428e-10	5.77583359564567e-09
"4810957"	"Mus musculus: GABA A receptor activation"	10	12	6.07134136100428e-10	5.77583359564567e-09
"4811128"	"Mus musculus: Binding and Uptake of Ligands by Scavenger Receptors"	15	45	6.44685058069847e-10	6.07926699495689e-09
"4810528"	"Mus musculus: Endogenous sterols"	10	13	1.042531864224e-09	9.74540655687654e-09
"4809837"	"Mus musculus: Cyclin D associated events in G1"	13	32	1.26579529293556e-09	1.16301704265446e-08
"4809838"	"Mus musculus: G1 Phase"	13	32	1.26579529293556e-09	1.16301704265446e-08
"4811110"	"Mus musculus: MHC class II antigen presentation"	20	97	1.41920219110967e-09	1.29291725037534e-08
"4810765"	"Mus musculus: Adrenoceptors"	9	9	1.54046621606578e-09	1.39159763216026e-08
"4809813"	"Mus musculus: Cell Cycle"	49	534	2.51714802940623e-09	2.24775684150822e-08
"4809857"	"Mus musculus: Metabolism of carbohydrates"	32	258	2.53003328206971e-09	2.24775684150822e-08
"4811130"	"Mus musculus: Scavenging by Class A Receptors"	11	22	4.35528600384897e-09	3.83764955257184e-08
"4809845"	"Mus musculus: Cellular Senescence"	23	141	4.69922989357094e-09	4.10705051673883e-08
"4810496"	"Mus musculus: FGFR1c ligand binding and activation"	9	11	5.01568952345228e-09	4.147589413624e-08
"4810499"	"Mus musculus: FGFR2c ligand binding and activation"	9	11	5.01568952345228e-09	4.147589413624e-08
"4810502"	"Mus musculus: FGFR3c ligand binding and activation"	9	11	5.01568952345228e-09	4.147589413624e-08
"4810503"	"Mus musculus: FGFR3 ligand binding and activation"	9	11	5.01568952345228e-09	4.147589413624e-08
"4811096"	"Mus musculus: Signaling by activated point mutants of FGFR3"	9	11	5.01568952345228e-09	4.147589413624e-08
"4811097"	"Mus musculus: Signaling by FGFR3 mutants"	9	11	5.01568952345228e-09	4.147589413624e-08
"4811101"	"Mus musculus: Signaling by activated point mutants of FGFR1"	9	11	5.01568952345228e-09	4.147589413624e-08
"4810965"	"Mus musculus: Regulation of Complement cascade"	11	23	6.24750795707466e-09	5.12677179683608e-08
"4810806"	"Mus musculus: Ion transport by P-type ATPases"	12	30	6.31271173358688e-09	5.14103417697417e-08
"4811134"	"Mus musculus: Anchoring fibril formation"	9	12	8.52154646998597e-09	6.88771613175558e-08
"4810676"	"Mus musculus: Clathrin derived vesicle budding"	16	67	1.02632218657662e-08	8.17256555977681e-08
"4810677"	"Mus musculus: trans-Golgi Network Vesicle Budding"	16	67	1.02632218657662e-08	8.17256555977681e-08
"4809986"	"Mus musculus: Visual phototransduction"	18	89	1.20677450849578e-08	9.53884262230122e-08
"4809988"	"Mus musculus: Diseases associated with visual transduction"	18	90	1.40407519008995e-08	1.10173783163993e-07
"4810824"	"Mus musculus: Golgi Associated Vesicle Biogenesis"	15	60	1.74466215313478e-08	1.35906653233325e-07
"4810510"	"Mus musculus: Gap junction trafficking"	11	28	3.14934518516734e-08	2.43564465759345e-07
"4810266"	"Mus musculus: Formation of Fibrin Clot (Clotting Cascade)"	11	29	4.21540240030472e-08	3.2138706243458e-07
"4810484"	"Mus musculus: EGFR downregulation"	11	29	4.21540240030472e-08	3.2138706243458e-07
"4810408"	"Mus musculus: GABA receptor activation"	14	55	4.2855825544197e-08	3.24436707464872e-07
"4810432"	"Mus musculus: Lipoprotein metabolism"	10	22	4.49380000366736e-08	3.37820629646323e-07
"4810511"	"Mus musculus: Gap junction trafficking and regulation"	11	30	5.59063863016177e-08	4.17356703293326e-07
"4810353"	"Mus musculus: Lipid digestion, mobilization, and transport"	12	39	6.90434084862642e-08	5.08494905463232e-07
"4810563"	"Mus musculus: Formation of annular gap junctions"	8	11	6.96925443345272e-08	5.08494905463232e-07
"4810850"	"Mus musculus: Passive Transport by Aquaporins"	8	11	6.96925443345272e-08	5.08494905463232e-07
"4810667"	"Mus musculus: Peptide hormone metabolism"	13	48	7.00067404730776e-08	5.08494905463232e-07
"4810509"	"Mus musculus: Gap junction degradation"	8	12	1.1281044754191e-07	8.08474874050357e-07
"4810661"	"Mus musculus: HDL-mediated lipid transport"	8	12	1.1281044754191e-07	8.08474874050357e-07
"4811076"	"Mus musculus: Signaling by FGFR1 mutants"	10	25	1.16941458405273e-07	8.32530250236213e-07
"4810693"	"Mus musculus: Chemokine receptors bind chemokines"	13	51	1.27874941606793e-07	9.04378698863831e-07
"4810853"	"Mus musculus: Lysosome Vesicle Biogenesis"	10	26	1.57167344782344e-07	1.1042803636668e-06
"4811122"	"Mus musculus: Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	9	19	1.62824022284328e-07	1.13659625945229e-06
"4810644"	"Mus musculus: Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	7	8	1.99836192499114e-07	1.37707632651633e-06
"4810762"	"Mus musculus: Folding of actin by CCT/TriC"	7	8	1.99836192499114e-07	1.37707632651633e-06
"4810796"	"Mus musculus: Circadian Clock"	11	35	2.03176737493908e-07	1.39117829812708e-06
"4809927"	"Mus musculus: Purine metabolism"	11	36	2.57423031255982e-07	1.74043873333447e-06
"4811046"	"Mus musculus: Molecules associated with elastic fibres"	11	36	2.57423031255982e-07	1.74043873333447e-06
"4810865"	"Mus musculus: CREB phosphorylation through the activation of CaMKII"	8	14	2.70123934421576e-07	1.81489518439496e-06
"4810785"	"Mus musculus: Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	10	28	2.75401159703308e-07	1.82750769556208e-06
"4810801"	"Mus musculus: Trafficking of AMPA receptors"	10	28	2.75401159703308e-07	1.82750769556208e-06
"4810401"	"Mus musculus: Cyclin A/B1 associated events during G2/M transition"	9	21	3.17948604893331e-07	2.09690030834559e-06
"4810382"	"Mus musculus: Fcgamma receptor (FCGR) dependent phagocytosis"	15	78	3.4467180729294e-07	2.24558904751461e-06
"4810591"	"Mus musculus: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	15	78	3.4467180729294e-07	2.24558904751461e-06
"4810789"	"Mus musculus: Regulation of actin dynamics for phagocytic cup formation"	13	58	4.5745839858988e-07	2.96245649689229e-06
"4810686"	"Mus musculus: Platelet Aggregation (Plug Formation)"	11	39	5.04612024345321e-07	3.24825105491748e-06
"4810709"	"Mus musculus: CDO in myogenesis"	9	23	5.87628993823535e-07	3.6941588793e-06
"4810710"	"Mus musculus: Myogenesis"	9	23	5.87628993823535e-07	3.6941588793e-06
"4810979"	"Mus musculus: G0 and Early G1"	9	23	5.87628993823535e-07	3.6941588793e-06
"4811121"	"Mus musculus: Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	9	23	5.87628993823535e-07	3.6941588793e-06
"4811047"	"Mus musculus: Elastic fibre formation"	11	40	6.24393393706564e-07	3.90245871066602e-06
"4810213"	"Mus musculus: Aquaporin-mediated transport"	12	51	8.08119610703004e-07	4.99269299715936e-06
"4810574"	"Mus musculus: Costimulation by the CD28 family"	12	51	8.08119610703004e-07	4.99269299715936e-06
"4810736"	"Mus musculus: Unfolded Protein Response"	13	62	8.83017889683185e-07	5.42425275091099e-06
"4810154"	"Mus musculus: Toll-Like Receptors Cascades"	17	110	9.06065737790192e-07	5.53420834161623e-06
"4810011"	"Mus musculus: PLCG1 events in ERBB2 signaling"	10	33	9.6263035917222e-07	5.84648381983128e-06
"4810288"	"Mus musculus: Mitotic G2-G2/M phases"	17	112	1.13175796257839e-06	6.83505511107735e-06
"4809875"	"Mus musculus: The citric acid (TCA) cycle and respiratory electron transport"	20	155	1.33841712810896e-06	8.03797995931359e-06
"4810494"	"Mus musculus: Iron uptake and transport"	11	44	1.39166080667898e-06	8.28393278221639e-06
"4810604"	"Mus musculus: Caspase-mediated cleavage of cytoskeletal proteins"	7	12	1.39478310100574e-06	8.28393278221639e-06
"4810377"	"Mus musculus: Initial triggering of complement"	8	19	1.62101675889869e-06	9.47061421639182e-06
"4810607"	"Mus musculus: eNOS activation and regulation"	8	19	1.62101675889869e-06	9.47061421639182e-06
"4810608"	"Mus musculus: Metabolism of nitric oxide"	8	19	1.62101675889869e-06	9.47061421639182e-06
"4810504"	"Mus musculus: FGFR3b ligand binding and activation"	6	7	1.69203974855869e-06	9.83212286324647e-06
"508751"	"Mus musculus: Circadian Clock"	10	36	1.87207914958852e-06	1.08198122892885e-05
"4810905"	"Mus musculus: Activation of Nicotinic Acetylcholine Receptors"	7	13	2.08507606825549e-06	1.17971409124982e-05
"4810906"	"Mus musculus: Acetylcholine Binding And Downstream Events"	7	13	2.08507606825549e-06	1.17971409124982e-05
"4810907"	"Mus musculus: Postsynaptic nicotinic acetylcholine receptors"	7	13	2.08507606825549e-06	1.17971409124982e-05
"4810992"	"Mus musculus: Reversible Hydration of Carbon Dioxide"	7	13	2.08507606825549e-06	1.17971409124982e-05
"4810425"	"Mus musculus: Signaling by NODAL"	8	20	2.20429385354443e-06	1.24063659296349e-05
"4811024"	"Mus musculus: Defensins"	9	29	2.86196615332642e-06	1.60240292438849e-05
"4810605"	"Mus musculus: Apoptotic cleavage of cell adhesion  proteins"	6	8	2.87880068014784e-06	1.60347706277665e-05
"4810202"	"Mus musculus: Post NMDA receptor activation events"	9	30	3.61270381956664e-06	2.0018848484712e-05
"4810866"	"Mus musculus: Ras activation uopn Ca2+ infux through NMDA receptor"	7	15	4.33131814336624e-06	2.38777795083011e-05
"4810229"	"Mus musculus: Apoptotic factor-mediated response"	6	9	4.66477700524699e-06	2.5584873880819e-05
"4810008"	"Mus musculus: EGFR interacts with phospholipase C-gamma"	9	32	5.63153284189103e-06	3.07304457108267e-05
"4811085"	"Mus musculus: FCGR activation"	7	16	6.05027226805495e-06	3.28487004452478e-05
"4810198"	"Mus musculus: CaMK IV-mediated phosphorylation of CREB"	5	5	8.10507817784492e-06	4.33480549312601e-05
"4810487"	"Mus musculus: G2 Phase"	5	5	8.10507817784492e-06	4.33480549312601e-05
"4810769"	"Mus musculus: Dopamine receptors"	5	5	8.10507817784492e-06	4.33480549312601e-05
"4810211"	"Mus musculus: Integration of energy metabolism"	15	104	8.26697447251394e-06	4.39544492692669e-05
"4809887"	"Mus musculus: Branched-chain amino acid catabolism"	7	17	8.30023553642901e-06	4.39544492692669e-05
"4810139"	"Mus musculus: SHC1 events in ERBB2 signaling"	8	25	8.51411801652541e-06	4.39636084201616e-05
"4810601"	"Mus musculus: Signaling by BMP"	8	25	8.51411801652541e-06	4.39636084201616e-05
"4810864"	"Mus musculus: CREB phosphorylation through the activation of Ras"	8	25	8.51411801652541e-06	4.39636084201616e-05
"4811158"	"Mus musculus: Syndecan interactions"	8	25	8.51411801652541e-06	4.39636084201616e-05
"4810019"	"Mus musculus: Antigen Activates B Cell Receptor Leading to Generation of Second Messengers"	9	34	8.54734340447793e-06	4.39636084201616e-05
"4810203"	"Mus musculus: Activation of NMDA receptor upon glutamate binding and postsynaptic events"	9	34	8.54734340447793e-06	4.39636084201616e-05
"4810808"	"Mus musculus: Phagosomal maturation (early endosomal stage)"	9	35	1.04342741333783e-05	5.31604013904343e-05
"4810809"	"Mus musculus: Latent infection of Homo sapiens with Mycobacterium tuberculosis"	9	35	1.04342741333783e-05	5.31604013904343e-05
"4810585"	"Mus musculus: AKT phosphorylates targets in the cytosol"	6	11	1.09036277881686e-05	5.4975865803209e-05
"4810904"	"Mus musculus: Presynaptic nicotinic acetylcholine receptors"	6	11	1.09036277881686e-05	5.4975865803209e-05
"4810706"	"Mus musculus: Semaphorin interactions"	12	68	1.09440328203597e-05	5.4975865803209e-05
"4809855"	"Mus musculus: Gluconeogenesis"	10	46	1.21563146345257e-05	6.0500177000533e-05
"4810959"	"Mus musculus: Retinoid metabolism and transport"	10	46	1.21563146345257e-05	6.0500177000533e-05
"4810533"	"Mus musculus: Metabolism of steroid hormones and vitamin D"	8	27	1.36183441112503e-05	6.71546785302478e-05
"4810534"	"Mus musculus: Steroid hormones"	8	27	1.36183441112503e-05	6.71546785302478e-05
"4810922"	"Mus musculus: Factors involved in megakaryocyte development and platelet production"	17	138	1.40199015344368e-05	6.88191513676691e-05
"4810201"	"Mus musculus: CREB phosphorylation through the activation of CaMKK"	5	6	1.44576574388665e-05	7.06453715762795e-05
"4810763"	"Mus musculus: Association of TriC/CCT with target proteins during biosynthesis"	7	19	1.48971346066018e-05	7.24634375660495e-05
"4810287"	"Mus musculus: G2/M Transition"	15	110	1.50852319745343e-05	7.3047857534344e-05
"4810170"	"Mus musculus: Signal transduction by L1"	9	37	1.52909566522412e-05	7.37120107675305e-05
"4810611"	"Mus musculus: Phosphorylation of CD3 and TCR zeta chains"	6	12	1.59021457606105e-05	7.53075184698514e-05
"4811026"	"Mus musculus: Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	6	12	1.59021457606105e-05	7.53075184698514e-05
"4811050"	"Mus musculus: CS/DS degradation"	6	12	1.59021457606105e-05	7.53075184698514e-05
"4811150"	"Mus musculus: Condensation of Prometaphase Chromosomes"	6	12	1.59021457606105e-05	7.53075184698514e-05
"4810918"	"Mus musculus: Interferon Signaling"	15	111	1.66112119326931e-05	7.83204071387941e-05
"4809928"	"Mus musculus: Metabolism of nucleotides"	13	84	1.67267614155756e-05	7.85208232390556e-05
"4809856"	"Mus musculus: Glucose metabolism"	13	85	1.87124776314294e-05	8.74604932773329e-05
"4809853"	"Mus musculus: Oncogene Induced Senescence"	7	20	1.95437758532979e-05	9.09504720445683e-05
"4810325"	"Mus musculus: Post-translational protein modification"	19	174	2.12342608231278e-05	9.83915102795795e-05
"4810475"	"Mus musculus: Chylomicron-mediated lipid transport"	6	13	2.25978516035049e-05	0.000103814916554563
"4810898"	"Mus musculus: BMAL1:CLOCK/NPAS2 Activates Circadian Expression"	6	13	2.25978516035049e-05	0.000103814916554563
"4810227"	"Mus musculus: Activation of caspases through apoptosome-mediated cleavage"	5	7	2.41151617261539e-05	0.000109686828550983
"4810228"	"Mus musculus: Cytochrome c-mediated apoptotic response"	5	7	2.41151617261539e-05	0.000109686828550983
"4810967"	"Mus musculus: Nuclear signaling by ERBB4"	11	62	2.41821194107748e-05	0.000109686828550983
"4810143"	"Mus musculus: GRB2 events in ERBB2 signaling"	7	21	2.53236031865489e-05	0.000113903236090126
"4810363"	"Mus musculus: Formation of ATP by chemiosmotic coupling"	7	21	2.53236031865489e-05	0.000113903236090126
"4810347"	"Mus musculus: Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	15	117	2.8980655252351e-05	0.000128736381802799
"4810558"	"Mus musculus: Rho GTPase cycle"	15	117	2.8980655252351e-05	0.000128736381802799
"4810559"	"Mus musculus: Signaling by Rho GTPases"	15	117	2.8980655252351e-05	0.000128736381802799
"4810703"	"Mus musculus: Recycling pathway of L1"	9	41	3.09253407203176e-05	0.000136809634873833
"4809919"	"Mus musculus: Extrinsic Pathway for Apoptosis"	6	14	3.13890411186119e-05	0.000138291881977491
"4810324"	"Mus musculus: PTM: gamma carboxylation, hypusine formation and arylsulfatase activation"	7	22	3.2440345206635e-05	0.000142340290192378
"4810237"	"Mus musculus: BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	5	8	3.8129612962151e-05	0.000165948720381831
"4810326"	"Mus musculus: Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	5	8	3.8129612962151e-05	0.000165948720381831
"4809852"	"Mus musculus: Oxidative Stress Induced Senescence"	13	92	3.93775940119505e-05	0.000170689167592124
"4810613"	"Mus musculus: Generation of second messenger molecules"	7	23	4.11215929295151e-05	0.000177532981523007
