"KEGGID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"04962"	0.00028625869548293	3.62317170463611	5.11351351351351	14	43	"Vasopressin-regulated water reabsorption"	0.000738732117375302
"05340"	0.000333351577538473	4.08811188811189	4.04324324324324	12	34	"Primary immunodeficiency"	0.000833378943846182
"05210"	0.000403249244871707	2.88025729836715	7.72972972972973	18	65	"Colorectal cancer"	0.000977573926961714
"05214"	0.000494184910052845	2.81976744186047	7.84864864864865	18	66	"Glioma"	0.00116278802365375
"04966"	0.000674256724541403	4.40123363923575	3.21081081081081	10	27	"Collecting duct acid secretion"	0.00154115822752321
"03320"	0.000838370878967052	2.50777202072539	9.51351351351351	20	80	"PPAR signaling pathway"	0.00184258437897787
"04512"	0.000874644834711823	2.43166716551931	10.227027027027	21	86	"ECM-receptor interaction"	0.00184258437897787
"04614"	0.000875227580014489	5.43320964749536	2.25945945945946	8	19	"Renin-angiotensin system"	0.00184258437897787
"04972"	0.000923624686378453	2.2609375	12.3675675675676	24	104	"Pancreatic secretion"	0.00189461474128913
"05219"	0.00103737590995687	3.24749679075738	5.11351351351351	13	43	"Bladder cancer"	0.00207475181991374
"04976"	0.00126220232778185	2.55155770074594	8.44324324324324	18	71	"Bile secretion"	0.00240419491006067
"05212"	0.00126220232778185	2.55155770074594	8.44324324324324	18	71	"Pancreatic cancer"	0.00240419491006067
"05410"	0.00137245626256765	2.38712065136936	9.87027027027027	20	83	"Hypertrophic cardiomyopathy (HCM)"	0.00254805583135746
"05416"	0.0014014307072466	2.32318608377203	10.5837837837838	21	89	"Viral myocarditis"	0.00254805583135746
"05014"	0.00174001555448374	2.74366701195969	6.65945945945946	15	56	"Amyotrophic lateral sclerosis (ALS)"	0.00309336098574887
"04520"	0.00245549463264685	2.37086903304774	8.91891891891892	18	75	"Adherens junction"	0.00427042544808148
"04060"	0.00300869836085239	1.65847234416155	29.1351351351351	44	245	"Cytokine-cytokine receptor interaction"	0.00512118869932322
"00910"	0.00367911055378375	3.98163265306122	2.73513513513514	8	23	"Nitrogen metabolism"	0.00613185092297291
"05223"	0.00408244352760208	2.55746441783184	6.54054054054054	14	55	"Non-small cell lung cancer"	0.00666521392261564
"00280"	0.00457820659388556	2.62994830517295	5.94594594594595	13	50	"Valine, leucine and isoleucine degradation"	0.0073251305502169
"04270"	0.00467174417940092	1.91908575685815	14.627027027027	25	123	"Vascular smooth muscle contraction"	0.00732822616376615
"05016"	0.00520358817728023	1.68796214137829	23.427027027027	36	197	"Huntington's disease"	0.00800552027273881
"00120"	0.00537660947137418	4.96946564885496	1.78378378378378	6	15	"Primary bile acid biosynthesis"	0.0081156369379233
"00591"	0.00616283943525302	2.63981900452489	5.47027027027027	12	46	"Linoleic acid metabolism"	0.00913013249667115
"00190"	0.00731541167045248	1.77055743763474	17.4810810810811	28	147	"Oxidative phosphorylation"	0.0106405987933854
"00350"	0.00923720080699694	2.76641091219096	4.4	10	37	"Tyrosine metabolism"	0.0131960011528528
"04530"	0.00999541644618141	1.76042622256721	16.2918918918919	26	137	"Tight junction"	0.0140286546613072
"01100"	0.0103601919783667	1.25225969732968	140.8	165	1184	"Metabolic pathways"	0.014289919970161
"00140"	0.0107027844614688	2.31487254722171	6.54054054054054	13	55	"Steroid hormone biosynthesis"	0.0145122501172459
"05150"	0.0123300316380443	2.36032388663968	5.94594594594595	12	50	"Staphylococcus aureus infection"	0.0162886469252245
"00010"	0.0124200932804837	2.1818766066838	7.37297297297297	14	62	"Glycolysis / Gluconeogenesis"	0.0162886469252245
"04916"	0.0127937361808825	1.87435233160622	11.8918918918919	20	100	"Melanogenesis"	0.0165080466850096
"05323"	0.0130915827902889	1.98927419354839	9.63243243243243	17	81	"Rheumatoid arthritis"	0.0166242321146526
"00232"	0.0152888095649244	5.95228426395939	1.07027027027027	4	9	"Caffeine metabolism"	0.0191110119561555
"05146"	0.0170588081868806	1.75501519756839	13.7945945945946	22	116	"Amoebiasis"	0.0209954562300069
"05020"	0.018407387890964	2.58267020335986	4.16216216216216	9	35	"Prion diseases"	0.0223119853223805
"04114"	0.0240587640990852	1.71003214346134	13.4378378378378	21	113	"Oocyte meiosis"	0.0287268825063704
"04964"	0.0247947322111254	3.19193020719738	2.37837837837838	6	20	"Proximal tubule bicarbonate reclamation"	0.0291702731895592
"04914"	0.0283654697191284	1.79098591549296	10.4648648648649	17	88	"Progesterone-mediated oocyte maturation"	0.0328875011236272
"00790"	0.0329850449038108	4.25018129079043	1.30810810810811	4	11	"Folate biosynthesis"	0.0376971941757838
"00380"	0.0354278251076294	2.13116550968213	5.35135135135135	10	45	"Tryptophan metabolism"	0.039394438914182
"04973"	0.0359474255091911	2.2367816091954	4.63783783783784	9	39	"Carbohydrate digestion and absorption"	0.039394438914182
"00270"	0.0359474255091911	2.2367816091954	4.63783783783784	9	39	"Cysteine and methionine metabolism"	0.039394438914182
"05218"	0.0419262112725073	1.80258842301214	8.56216216216216	14	72	"Melanoma"	0.0445129441524188
"00260"	0.0420616064788983	2.29277864992151	4.04324324324324	8	34	"Glycine, serine and threonine metabolism"	0.0445129441524188
"04912"	0.0423514318950145	1.66149870801034	11.772972972973	18	99	"GnRH signaling pathway"	0.0445129441524188
"05012"	0.0429923558823794	1.52240277291952	17.6	25	148	"Parkinson's disease"	0.0445129441524188
"04670"	0.0434001205486083	1.58719490626105	14.2702702702703	21	120	"Leukocyte transendothelial migration"	0.0445129441524188
"04514"	0.0460830376056296	1.50986247213694	17.7189189189189	25	149	"Cell adhesion molecules (CAMs)"	0.0466663671955743
"00330"	0.0499797756547879	1.90795938421225	6.42162162162162	11	54	"Arginine and proline metabolism"	0.0499797756547879
