"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4809881"	"Mus musculus: Transmission across Chemical Synapses"	37	174	6.4108030521474e-20	2.24607064077021e-18
"4810001"	"Mus musculus: Signalling by NGF"	45	279	1.04216459343593e-19	3.52539126262293e-18
"4809997"	"Mus musculus: Signaling by GPCR"	91	1091	1.22614534672029e-19	4.00949528377535e-18
"4810132"	"Mus musculus: NCAM signaling for neurite out-growth"	25	61	1.62449769329279e-19	5.14074915200073e-18
"4809870"	"Mus musculus: Transmembrane transport of small molecules"	57	484	9.73090470012849e-19	2.98313047213314e-17
"4810245"	"Mus musculus: Integrin cell surface interactions"	26	77	1.54007448534428e-18	4.57822142461435e-17
"4811141"	"Mus musculus: ECM proteoglycans"	22	55	3.63167279484843e-17	1.0478444152195e-15
"4809920"	"Mus musculus: Apoptosis"	32	159	7.97464608670289e-17	2.2351793745873e-15
"4810088"	"Mus musculus: Xenobiotics"	19	37	1.37512165478257e-16	3.74720650928251e-15
"4810694"	"Mus musculus: Peptide ligand-binding receptors"	33	176	1.63946068725199e-16	4.25038718841e-15
"4810240"	"Mus musculus: GPCR downstream signaling"	80	998	1.64642928806911e-16	4.25038718841e-15
"4809882"	"Mus musculus: Neuronal System"	37	242	8.36882195562253e-16	2.10508059960659e-14
"4810766"	"Mus musculus: Amine ligand-binding receptors"	17	35	1.114482720661e-14	2.73326887242109e-13
"4810638"	"Mus musculus: Cell-Cell communication"	24	100	2.00334306506614e-14	4.79336474836557e-13
"4810815"	"Mus musculus: Cell-cell junction organization"	17	37	2.27895187150973e-14	5.32298044274059e-13
"4810002"	"Mus musculus: Downstream signal transduction"	27	136	2.67952364397542e-14	6.11305277846485e-13
"4810816"	"Mus musculus: Cell junction organization"	20	63	3.58462516532276e-14	7.9920847435946e-13
"4810171"	"Mus musculus: L1CAM interactions"	23	96	7.18282779148757e-14	1.56585645854429e-12
"4810814"	"Mus musculus: Adherens junctions interactions"	15	27	9.09271465970064e-14	1.93912023503616e-12
"4810242"	"Mus musculus: Platelet activation, signaling and aggregation"	30	186	1.26684460421716e-13	2.64420118454688e-12
"4809812"	"Mus musculus: Cell Cycle, Mitotic"	43	398	2.53748221467773e-13	5.18597927624760e-12
"4810005"	"Mus musculus: Downstream signaling of activated FGFR"	24	125	1.34316722004106e-12	2.68907559767404e-11
"4810006"	"Mus musculus: Signaling by FGFR"	25	138	1.43005937154244e-12	2.75297225325323e-11
"4810013"	"Mus musculus: DAP12 signaling"	26	151	1.43120881667599e-12	2.75297225325323e-11
"4810094"	"Mus musculus: Arachidonic acid metabolism"	19	70	1.61501446925245e-12	3.0457809373003e-11
"4810012"	"Mus musculus: Signaling by ERBB2"	25	139	1.64552894675755e-12	3.0457809373003e-11
"4810204"	"Mus musculus: Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"	24	128	2.09439793136066e-12	3.80482290863854e-11
"4810378"	"Mus musculus: Complement cascade"	15	36	2.35490943432875e-12	4.2003021001391e-11
"4809893"	"Mus musculus: Fatty acid, triacylglycerol, and ketone body metabolism"	25	144	3.26658171138812e-12	5.72235117655668e-11
"4810014"	"Mus musculus: DAP12 interactions"	26	161	5.18227101330472e-12	8.91896116500339e-11
"4810007"	"Mus musculus: Signaling by FGFR in disease"	25	148	5.55026690763181e-12	9.38760661446e-11
"4809825"	"Mus musculus: Mitotic G1-G1/S phases"	23	125	8.40408148448827e-12	1.39735659937e-10
"4810603"	"Mus musculus: Apoptotic execution  phase"	16	50	1.15861490194367e-11	1.89433536467791e-10
"4810602"	"Mus musculus: Apoptotic cleavage of cellular proteins"	14	34	1.44397766422921e-11	2.32220014526042e-10
"4810230"	"Mus musculus: Intrinsic Pathway for Apoptosis"	15	43	1.85001019368518e-11	2.92719354839542e-10
"4810354"	"Mus musculus: G alpha (s) signalling events"	20	94	1.9480308620295e-11	3.03336234230308e-10
"4809846"	"Mus musculus: Cellular responses to stress"	25	162	3.15570542144224e-11	4.81429415893206e-10
"4811110"	"Mus musculus: MHC class II antigen presentation"	20	97	3.18989928981227e-11	4.81429415893206e-10
"4809951"	"Mus musculus: Metabolism of proteins"	54	691	3.33710026030726e-11	4.90402939949494e-10
"4810807"	"Mus musculus: Ion channel transport"	22	122	3.34933710261122e-11	4.90402939949494e-10
"4810020"	"Mus musculus: Signaling by the B Cell Receptor (BCR)"	26	180	4.75067556820325e-11	6.85354813589321e-10
"4809813"	"Mus musculus: Cell Cycle"	46	534	5.04766162847762e-11	7.17645805440079e-10
"4809837"	"Mus musculus: Cyclin D associated events in G1"	13	32	8.85581170915955e-11	1.22359877277261e-09
"4809838"	"Mus musculus: G1 Phase"	13	32	8.85581170915955e-11	1.22359877277261e-09
"4809877"	"Mus musculus: Metabolism of amino acids and derivatives"	26	187	1.00570778893781e-10	1.37027686242776e-09
"4810675"	"Mus musculus: Platelet degranulation "	18	81	1.05700747336671e-10	1.4204442895517e-09
"4810528"	"Mus musculus: Endogenous sterols"	10	13	1.255801655287e-10	1.66478570788723e-09
"4811140"	"Mus musculus: Non-integrin membrane-ECM interactions"	15	51	1.37104221774299e-10	1.79332322080783e-09
"4810142"	"Mus musculus: Signaling by SCF-KIT"	21	120	1.51851669122128e-10	1.9600853606422e-09
"4810765"	"Mus musculus: Adrenoceptors"	9	9	2.25640760962783e-10	2.87472190265571e-09
"4810138"	"Mus musculus: Gastrin-CREB signalling pathway via PKC and MAPK"	25	180	2.33425642555069e-10	2.93577635059645e-09
"4810244"	"Mus musculus: Response to elevated platelet cytosolic Ca2+"	18	86	2.4662682167973e-10	2.98692484034339e-09
"4810480"	"Mus musculus: GAB1 signalosome"	18	86	2.4662682167973e-10	2.98692484034339e-09
"4810571"	"Mus musculus: PI3K/AKT activation"	18	86	2.4662682167973e-10	2.98692484034339e-09
"4810899"	"Mus musculus: PPARA Activates Gene Expression"	16	66	3.81182247717645e-10	4.56024128062207e-09
"4811135"	"Mus musculus: Constitutive PI3K/AKT Signaling in Cancer"	17	78	4.4989569247776e-10	5.31744185928534e-09
"4810806"	"Mus musculus: Ion transport by P-type ATPases"	12	30	5.43229698857092e-10	6.3441468402239e-09
"4810965"	"Mus musculus: Regulation of Complement cascade"	11	23	6.41674531696559e-10	7.40567900699205e-09
"4810481"	"Mus musculus: PI-3K cascade"	17	82	8.77272977439821e-10	9.56227545409405e-09
"4810575"	"Mus musculus: PIP3 activates AKT signaling"	17	82	8.77272977439821e-10	9.56227545409405e-09
"4810577"	"Mus musculus: PI3K events in ERBB4 signaling"	17	82	8.77272977439821e-10	9.56227545409405e-09
"4810578"	"Mus musculus: PI3K events in ERBB2 signaling"	17	82	8.77272977439821e-10	9.56227545409405e-09
"4810579"	"Mus musculus: PI3K/AKT Signaling in Cancer"	17	82	8.77272977439821e-10	9.56227545409405e-09
"4810023"	"Mus musculus: Fc epsilon receptor (FCERI) signaling"	23	164	1.01996280758972e-09	1.09954232334672e-08
"4810795"	"Mus musculus: Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	17	83	1.03119898825546e-09	1.09957196465066e-08
"4811134"	"Mus musculus: Anchoring fibril formation"	9	12	1.27048705037833e-09	1.34015892088294e-08
"4809845"	"Mus musculus: Cellular Senescence"	21	141	2.05637158113106e-09	2.14606438413784e-08
"4810141"	"Mus musculus: Signaling by ERBB4"	22	158	2.63429984212158e-09	2.69192515116799e-08
"4810251"	"Mus musculus: G alpha (q) signalling events"	22	158	2.63429984212158e-09	2.69192515116799e-08
"4810484"	"Mus musculus: EGFR downregulation"	11	29	4.4878411043192e-09	4.53873414777024e-08
"4810580"	"Mus musculus: Role of LAT2/NTAL/LAB on calcium mobilization"	17	94	5.38902677147002e-09	5.39452577837968e-08
"4810432"	"Mus musculus: Lipoprotein metabolism"	10	22	5.71066652340181e-09	5.65875137318907e-08
"4810353"	"Mus musculus: Lipid digestion, mobilization, and transport"	12	39	6.27197952278471e-09	6.1528119118518e-08
"4810693"	"Mus musculus: Chemokine receptors bind chemokines"	13	51	1.00360867842776e-08	9.74792191621421e-08
"4810850"	"Mus musculus: Passive Transport by Aquaporins"	8	11	1.2858493102867e-08	1.23668448371691e-07
"4810137"	"Mus musculus: Cytokine Signaling in Immune system"	26	246	1.89367043487324e-08	1.80358320059286e-07
"4810512"	"Mus musculus: Membrane Trafficking"	23	195	1.97509952385396e-08	1.8630506085584e-07
"4810661"	"Mus musculus: HDL-mediated lipid transport"	8	12	2.09352226803911e-08	1.95594794756796e-07
"4811128"	"Mus musculus: Binding and Uptake of Ligands by Scavenger Receptors"	12	45	2.41694958642808e-08	2.23681843800561e-07
"4811122"	"Mus musculus: Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	9	19	2.52960135218199e-08	2.31919525840237e-07
"4810785"	"Mus musculus: Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	10	28	3.62637967319006e-08	3.26374170587105e-07
"4810801"	"Mus musculus: Trafficking of AMPA receptors"	10	28	3.62637967319006e-08	3.26374170587105e-07
"4810644"	"Mus musculus: Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	7	8	4.51011913587893e-08	3.98597015522273e-07
"4810762"	"Mus musculus: Folding of actin by CCT/TriC"	7	8	4.51011913587893e-08	3.98597015522273e-07
"4810865"	"Mus musculus: CREB phosphorylation through the activation of CaMKII"	8	14	5.0714811835264e-08	4.44207414378517e-07
"4810248"	"Mus musculus: Cell surface interactions at the vascular wall"	15	86	6.44684618277831e-08	5.59677531442967e-07
"4810213"	"Mus musculus: Aquaporin-mediated transport"	12	51	7.88819587127531e-08	6.78800013133428e-07
"4810709"	"Mus musculus: CDO in myogenesis"	9	23	9.34588667435388e-08	7.76975832842471e-07
"4810710"	"Mus musculus: Myogenesis"	9	23	9.34588667435388e-08	7.76975832842471e-07
"4810979"	"Mus musculus: G0 and Early G1"	9	23	9.34588667435388e-08	7.76975832842471e-07
"4811121"	"Mus musculus: Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	9	23	9.34588667435388e-08	7.76975832842471e-07
"4809986"	"Mus musculus: Visual phototransduction"	15	89	9.60643305193064e-08	7.91925279323021e-07
"4809988"	"Mus musculus: Diseases associated with visual transduction"	15	90	1.09367929551253e-07	8.94082824081493e-07
"4810011"	"Mus musculus: PLCG1 events in ERBB2 signaling"	10	33	1.30554273450104e-07	1.05846067978969e-06
"4810576"	"Mus musculus: Downstream Signaling Events Of B Cell Receptor (BCR)"	19	152	1.45451629467642e-07	1.16957416809637e-06
"4809875"	"Mus musculus: The citric acid (TCA) cycle and respiratory electron transport"	19	155	1.91477679776854e-07	1.5271512509032e-06
"4810796"	"Mus musculus: Circadian Clock"	10	35	2.07118739322298e-07	1.63356088422968e-06
"4810563"	"Mus musculus: Formation of annular gap junctions"	7	11	2.08149959764231e-07	1.63356088422968e-06
"4810853"	"Mus musculus: Lysosome Vesicle Biogenesis"	9	26	2.19172936869723e-07	1.70641786562856e-06
"4810288"	"Mus musculus: Mitotic G2-G2/M phases"	16	112	2.75420500140038e-07	2.12746071368013e-06
"4810509"	"Mus musculus: Gap junction degradation"	7	12	3.22069981983359e-07	2.46836447129434e-06
"4810026"	"Mus musculus: Signaling by Insulin receptor"	16	116	4.2137837121422e-07	3.20443552062907e-06
"4811024"	"Mus musculus: Defensins"	9	29	4.7142067819241e-07	3.54492013339109e-06
"4810905"	"Mus musculus: Activation of Nicotinic Acetylcholine Receptors"	7	13	4.84219467761881e-07	3.54492013339109e-06
"4810906"	"Mus musculus: Acetylcholine Binding And Downstream Events"	7	13	4.84219467761881e-07	3.54492013339109e-06
"4810907"	"Mus musculus: Postsynaptic nicotinic acetylcholine receptors"	7	13	4.84219467761881e-07	3.54492013339109e-06
"4810992"	"Mus musculus: Reversible Hydration of Carbon Dioxide"	7	13	4.84219467761881e-07	3.54492013339109e-06
"4810736"	"Mus musculus: Unfolded Protein Response"	12	62	4.97494437335213e-07	3.61512624463588e-06
"4810401"	"Mus musculus: Cyclin A/B1 associated events during G2/M transition"	8	21	5.7805864835278e-07	4.16635077679037e-06
"4810574"	"Mus musculus: Costimulation by the CD28 family"	11	51	5.81845113578268e-07	4.16635077679037e-06
"4810202"	"Mus musculus: Post NMDA receptor activation events"	9	30	5.98561098854033e-07	4.2549886809841e-06
"4810591"	"Mus musculus: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	13	78	7.60861852197027e-07	5.36982357557758e-06
"4811130"	"Mus musculus: Scavenging by Class A Receptors"	8	22	7.7008769491303e-07	5.39611449078345e-06
"4810605"	"Mus musculus: Apoptotic cleavage of cell adhesion  proteins"	6	8	8.08474412966451e-07	5.62491772425595e-06
"4810008"	"Mus musculus: EGFR interacts with phospholipase C-gamma"	9	32	9.4397754961879e-07	6.52142236743685e-06
"4810866"	"Mus musculus: Ras activation uopn Ca2+ infux through NMDA receptor"	7	15	1.01738907802103e-06	6.9631471931648e-06
"4810676"	"Mus musculus: Clathrin derived vesicle budding"	12	67	1.0292113588266e-06	6.9631471931648e-06
"4810677"	"Mus musculus: trans-Golgi Network Vesicle Budding"	12	67	1.0292113588266e-06	6.9631471931648e-06
"4810154"	"Mus musculus: Toll-Like Receptors Cascades"	15	110	1.09288350554381e-06	7.34327889683891e-06
"4810229"	"Mus musculus: Apoptotic factor-mediated response"	6	9	1.31738989403822e-06	8.79156112960202e-06
"4810203"	"Mus musculus: Activation of NMDA receptor upon glutamate binding and postsynaptic events"	9	34	1.44950018321593e-06	9.60783567388394e-06
"4810139"	"Mus musculus: SHC1 events in ERBB2 signaling"	8	25	1.70339303718523e-06	1.11401904631914e-05
"4810864"	"Mus musculus: CREB phosphorylation through the activation of Ras"	8	25	1.70339303718523e-06	1.11401904631914e-05
"4810808"	"Mus musculus: Phagosomal maturation (early endosomal stage)"	9	35	1.77980659666541e-06	1.14867781008471e-05
"4810809"	"Mus musculus: Latent infection of Homo sapiens with Mycobacterium tuberculosis"	9	35	1.77980659666541e-06	1.14867781008471e-05
"4809887"	"Mus musculus: Branched-chain amino acid catabolism"	7	17	1.9719447643194e-06	1.26436458418126e-05
"4809927"	"Mus musculus: Purine metabolism"	9	36	2.17297856100118e-06	1.37528514086591e-05
"508751"	"Mus musculus: Circadian Clock"	9	36	2.17297856100118e-06	1.37528514086591e-05
"4810347"	"Mus musculus: Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	15	117	2.18949790921406e-06	1.37685733906346e-05
"4810824"	"Mus musculus: Golgi Associated Vesicle Biogenesis"	11	60	2.36309479050054e-06	1.47655795508346e-05
"4810667"	"Mus musculus: Peptide hormone metabolism"	10	48	2.48679236730134e-06	1.54401475463456e-05
"4810198"	"Mus musculus: CaMK IV-mediated phosphorylation of CREB"	5	5	2.78529692959123e-06	1.69712812914844e-05
"4810487"	"Mus musculus: G2 Phase"	5	5	2.78529692959123e-06	1.69712812914844e-05
"4810769"	"Mus musculus: Dopamine receptors"	5	5	2.78529692959123e-06	1.69712812914844e-05
"4810585"	"Mus musculus: AKT phosphorylates targets in the cytosol"	6	11	3.11389146909215e-06	1.87406597004871e-05
"4810904"	"Mus musculus: Presynaptic nicotinic acetylcholine receptors"	6	11	3.11389146909215e-06	1.87406597004871e-05
"4810377"	"Mus musculus: Initial triggering of complement"	7	19	3.57960400040839e-06	2.10274941580876e-05
"4810607"	"Mus musculus: eNOS activation and regulation"	7	19	3.57960400040839e-06	2.10274941580876e-05
"4810608"	"Mus musculus: Metabolism of nitric oxide"	7	19	3.57960400040839e-06	2.10274941580876e-05
"4810763"	"Mus musculus: Association of TriC/CCT with target proteins during biosynthesis"	7	19	3.57960400040839e-06	2.10274941580876e-05
"4810604"	"Mus musculus: Caspase-mediated cleavage of cytoskeletal proteins"	6	12	4.56676222375612e-06	2.63529043617927e-05
"4810611"	"Mus musculus: Phosphorylation of CD3 and TCR zeta chains"	6	12	4.56676222375612e-06	2.63529043617927e-05
"4811050"	"Mus musculus: CS/DS degradation"	6	12	4.56676222375612e-06	2.63529043617927e-05
"4809853"	"Mus musculus: Oncogene Induced Senescence"	7	20	4.72281676383096e-06	2.70940540661881e-05
"4810201"	"Mus musculus: CREB phosphorylation through the activation of CaMKK"	5	6	4.9954596638369e-06	2.84915461059535e-05
"4810287"	"Mus musculus: G2/M Transition"	14	110	5.10837632668663e-06	2.89671513091305e-05
"4810703"	"Mus musculus: Recycling pathway of L1"	9	41	5.46171200718969e-06	3.07927556267419e-05
"4810143"	"Mus musculus: GRB2 events in ERBB2 signaling"	7	21	6.15426363795036e-06	3.43030263001665e-05
"4810363"	"Mus musculus: Formation of ATP by chemiosmotic coupling"	7	21	6.15426363795036e-06	3.43030263001665e-05
"4810475"	"Mus musculus: Chylomicron-mediated lipid transport"	6	13	6.52585095072815e-06	3.61686993370865e-05
"4810227"	"Mus musculus: Activation of caspases through apoptosome-mediated cleavage"	5	7	8.37774893879596e-06	4.59138084299376e-05
"4810228"	"Mus musculus: Cytochrome c-mediated apoptotic response"	5	7	8.37774893879596e-06	4.59138084299376e-05
"4809824"	"Mus musculus: G1/S Transition"	13	102	1.08556080981374e-05	5.91630641348488e-05
"4810019"	"Mus musculus: Antigen Activates B Cell Receptor Leading to Generation of Second Messengers"	8	34	1.17448459047493e-05	6.36557670307131e-05
"4810959"	"Mus musculus: Retinoid metabolism and transport"	9	46	1.23244449025649e-05	6.64301123594294e-05
"4810479"	"Mus musculus: Retrograde neurotrophin signalling"	6	15	1.24772458598326e-05	6.65227075461728e-05
"4810749"	"Mus musculus: PD-1 signaling"	6	15	1.24772458598326e-05	6.65227075461728e-05
"4809843"	"Mus musculus: Cell Cycle Checkpoints"	14	120	1.25942872602056e-05	6.67837610933066e-05
"4810237"	"Mus musculus: BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	5	8	1.33185078549855e-05	7.02443882029076e-05
"4809844"	"Mus musculus: DNA Damage/Telomere Stress Induced Senescence"	8	35	1.40980677839569e-05	7.39583128131642e-05
"4810018"	"Mus musculus: Muscle contraction"	9	47	1.43436831226581e-05	7.4846559273019e-05
"4809992"	"Mus musculus: CaM pathway"	7	25	1.59620936516053e-05	8.15563222511711e-05
"4810199"	"Mus musculus: Calmodulin induced events"	7	25	1.59620936516053e-05	8.15563222511711e-05
"4810601"	"Mus musculus: Signaling by BMP"	7	25	1.59620936516053e-05	8.15563222511711e-05
"4810760"	"Mus musculus: Prefoldin mediated transfer of substrate  to CCT/TriC"	7	25	1.59620936516053e-05	8.15563222511711e-05
"4810092"	"Mus musculus: Fatty acids"	6	16	1.6774692153012e-05	8.52641088191955e-05
"4810170"	"Mus musculus: Signal transduction by L1"	8	37	2.00057252341342e-05	0.000101162971415906
"4810606"	"Mus musculus: eNOS activation"	5	9	2.02685264338851e-05	0.000101446043018578
"4810737"	"Mus musculus: PERK regulated gene expression"	5	9	2.02685264338851e-05	0.000101446043018578
"4809993"	"Mus musculus: Ca-dependent events"	7	27	2.43703552997801e-05	0.000120137279141127
"4810533"	"Mus musculus: Metabolism of steroid hormones and vitamin D"	7	27	2.43703552997801e-05	0.000120137279141127
"4810534"	"Mus musculus: Steroid hormones"	7	27	2.43703552997801e-05	0.000120137279141127
"4810356"	"Mus musculus: Class B/2 (Secretin family receptors)"	10	65	2.64049190362129e-05	0.000129516127872624
"4810612"	"Mus musculus: Translocation of ZAP-70 to Immunological synapse"	5	10	2.97440947038085e-05	0.000140424125076178
"4810886"	"Mus musculus: Activation of Ca-permeable Kainate Receptor"	5	10	2.97440947038085e-05	0.000140424125076178
"4810887"	"Mus musculus: Ionotropic activity of Kainate Receptors"	5	10	2.97440947038085e-05	0.000140424125076178
"4811099"	"Mus musculus: Dermatan sulfate biosynthesis"	5	10	2.97440947038085e-05	0.000140424125076178
"4810029"	"Mus musculus: Insulin receptor recycling"	7	28	2.97739225441845e-05	0.000140424125076178
"4810510"	"Mus musculus: Gap junction trafficking"	7	28	2.97739225441845e-05	0.000140424125076178
"4810660"	"Mus musculus: Laminin interactions"	7	28	2.97739225441845e-05	0.000140424125076178
"4810756"	"Mus musculus: Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	7	28	2.97739225441845e-05	0.000140424125076178
"4810200"	"Mus musculus: Activation of CaMK IV"	4	4	3.03348436600547e-05	0.000141707055383398
"4810403"	"Mus musculus: Cyclin B2 mediated events"	4	4	3.03348436600547e-05	0.000141707055383398
"4810757"	"Mus musculus: Chaperonin-mediated protein folding"	8	40	3.26677253577498e-05	0.000151881699412098
"4810739"	"Mus musculus: Transcriptional Regulation of White Adipocyte Differentiation"	9	53	3.33664905221343e-05	0.000154398713217989
"4810672"	"Mus musculus: ABC-family proteins mediated transport"	7	29	3.6125077977816e-05	0.000165601408860923
"4810936"	"Mus musculus: Transferrin endocytosis and recycling"	7	29	3.6125077977816e-05	0.000165601408860923
"4810706"	"Mus musculus: Semaphorin interactions"	10	68	3.73381036189805e-05	0.000170365951861488
"4809928"	"Mus musculus: Metabolism of nucleotides"	11	84	4.06471686558736e-05	0.000184605890978759
"4810633"	"Mus musculus: Amine-derived hormones"	5	11	4.23274050169396e-05	0.000190473322576228
"4810909"	"Mus musculus: Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"	5	11	4.23274050169396e-05	0.000190473322576228
"4809998"	"Mus musculus: DAG and IP3 signaling"	7	30	4.3547333925391e-05	0.000194181520821857
"4810511"	"Mus musculus: Gap junction trafficking and regulation"	7	30	4.3547333925391e-05	0.000194181520821857
"4810425"	"Mus musculus: Signaling by NODAL"	6	20	4.7313369901905e-05	0.000209073945377337
"4811023"	"Mus musculus: Alpha-defensins"	6	20	4.7313369901905e-05	0.000209073945377337
"4810235"	"Mus musculus: SMAC binds to IAPs "	4	5	5.34638461053504e-05	0.000233102369019328
"4810236"	"Mus musculus: SMAC-mediated apoptotic response"	4	5	5.34638461053504e-05	0.000233102369019328
"4810238"	"Mus musculus: SMAC-mediated dissociation of IAP:caspase complexes "	4	5	5.34638461053504e-05	0.000233102369019328
"4809857"	"Mus musculus: Metabolism of carbohydrates"	20	258	5.4449196065617e-05	0.000236348059028187
"4810211"	"Mus musculus: Integration of energy metabolism"	12	104	5.68702865514518e-05	0.000245769828665085
"4811026"	"Mus musculus: Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	5	12	5.86663689952094e-05	0.000251092715314743
"4811150"	"Mus musculus: Condensation of Prometaphase Chromosomes"	5	12	5.86663689952094e-05	0.000251092715314743
"4809851"	"Mus musculus: G2/M Checkpoints"	8	44	5.93817634587364e-05	0.000251092715314743
"4810212"	"Mus musculus: Regulation of Water Balance by Renal Aquaporins"	8	44	5.93817634587364e-05	0.000251092715314743
"4810494"	"Mus musculus: Iron uptake and transport"	8	44	5.93817634587364e-05	0.000251092715314743
"4809999"	"Mus musculus: PLC-gamma1 signalling"	7	32	6.21519857347431e-05	0.000261133513708301
"4810610"	"Mus musculus: TCR signaling"	9	58	6.25549191859845e-05	0.000261133513708301
"4810789"	"Mus musculus: Regulation of actin dynamics for phagocytic cup formation"	9	58	6.25549191859845e-05	0.000261133513708301
"4811157"	"Mus musculus: Stimuli-sensing channels"	10	74	7.1103984788734e-05	0.000295563597787068
"4810758"	"Mus musculus: Protein folding"	8	46	7.83876257344975e-05	0.000324465235635198
"4810136"	"Mus musculus: Signaling by Interleukins"	12	108	7.92203117439219e-05	0.000324849607374963
"4810894"	"Mus musculus: G1/S-Specific Transcription"	5	13	7.94739100611531e-05	0.000324849607374963
"4810898"	"Mus musculus: BMAL1:CLOCK/NPAS2 Activates Circadian Expression"	5	13	7.94739100611531e-05	0.000324849607374963
"4810712"	"Mus musculus: Mitotic Prometaphase"	13	126	8.11609622555245e-05	0.000330368896152156
"4809852"	"Mus musculus: Oxidative Stress Induced Senescence"	11	92	8.58420144320603e-05	0.000347979405610955
"4810317"	"Mus musculus: Bile acid and bile salt metabolism"	7	34	8.67919417299189e-05	0.000349354302817531
"4810272"	"Mus musculus: Neurotransmitter Clearance In The Synaptic Cleft"	4	6	8.72495455558565e-05	0.000349354302817531
"4810903"	"Mus musculus: Highly sodium permeable acetylcholine nicotinic receptors"	4	6	8.72495455558565e-05	0.000349354302817531
"4810613"	"Mus musculus: Generation of second messenger molecules"	6	23	9.1268892105937e-05	0.000363962533154164
"4810348"	"Mus musculus: Regulation of Insulin Secretion"	10	77	9.59909466372326e-05	0.000381243395348685
"4810918"	"Mus musculus: Interferon Signaling"	12	111	0.000100602642171987	0.000397948354720643
"4809991"	"Mus musculus: Purine salvage"	5	14	0.000105526788314876	0.000414087117347573
"4811100"	"Mus musculus: Metabolism of Angiotensinogen to Angiotensins"	5	14	0.000105526788314876	0.000414087117347573
