"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"GO:0033036"	0.000242203781892056	6.13170681277784	1.78839576207558	8	1715	"macromolecule localization"	0.00138690498916761
"GO:0046320"	0.00026060112151712	99.0807453416149	0.0239843163427046	2	23	"regulation of fatty acid oxidation"	0.00145754813313645
"GO:0071300"	0.00026060112151712	99.0807453416149	0.0239843163427046	2	23	"cellular response to retinoic acid"	0.00145754813313645
"GO:0044237"	0.000271274649991798	4.45865135834411	8.07854342204054	17	7747	"cellular metabolic process"	0.00149980582351787
"GO:0015850"	0.000335830014725968	25.3774857954545	0.136606323517144	3	131	"organic hydroxy compound transport"	0.0018356163304908
"GO:0042304"	0.000360622304719325	83.2139130434783	0.0281555017936097	2	27	"regulation of fatty acid biosynthetic process"	0.00194898121988759
"GO:0071827"	0.000388114375834226	80.0100334448161	0.029198298156336	2	28	"plasma lipoprotein particle organization"	0.00207425571973625
"GO:0046034"	0.000416573831131162	23.5286561264822	0.147034287144406	3	141	"ATP metabolic process"	0.0021780792982988
"GO:0051353"	0.000416597287824303	77.0434782608696	0.0302410945190623	2	29	"positive regulation of oxidoreductase activity"	0.0021780792982988
"GO:0071825"	0.000446069110749121	74.2888198757764	0.0312838908817886	2	30	"protein-lipid complex subunit organization"	0.00230708862656266
"GO:0051055"	0.000476527917340272	71.7241379310345	0.0323266872445149	2	31	"negative regulation of lipid biosynthetic process"	0.00242993181130409
"GO:0042180"	0.000479924162315778	22.3862068965517	0.15433386168349	3	148	"cellular ketone metabolic process"	0.00242993181130409
"GO:0010883"	0.000507971782998251	69.3304347826087	0.0333694836072412	2	32	"regulation of lipid storage"	0.00254515028773082
"GO:0006879"	0.000540398785789327	67.0911640953717	0.0344122799699675	2	33	"cellular iron ion homeostasis"	0.0026797094429347
"GO:1901564"	0.000547488246842792	6.03864734299517	1.51831150412947	7	1456	"organonitrogen compound metabolic process"	0.00268716170134064
"GO:0032502"	0.000619263901050381	4.17299712735397	4.53616417785935	12	4350	"developmental process"	0.00295597902137168
"GO:0044255"	0.000624205268773601	8.54185022026432	0.715358304830233	5	686	"cellular lipid metabolic process"	0.00295597902137168
"GO:0048878"	0.000624205268773601	8.54185022026432	0.715358304830233	5	686	"chemical homeostasis"	0.00295597902137168
"GO:0032787"	0.000627981685732882	11.8140350877193	0.400433803286894	4	384	"monocarboxylic acid metabolic process"	0.00295597902137168
"GO:0044283"	0.000634129213580335	11.782527184102	0.40147659964962	4	385	"small molecule biosynthetic process"	0.00295597902137168
"GO:0033344"	0.000643559437544808	61.1636828644501	0.0375406690581463	2	36	"cholesterol efflux"	0.00295597902137168
"GO:0051259"	0.000646552729366022	11.7200049732687	0.403562192375073	4	387	"protein oligomerization"	0.00295597902137168
"GO:0006820"	0.000659148661804771	11.6581323438466	0.405647785100526	4	389	"anion transport"	0.00295597902137168
"GO:0009167"	0.000670355237461309	19.899051868377	0.173104196212564	3	166	"purine ribonucleoside monophosphate metabolic process"	0.00295597902137168
"GO:0032370"	0.000679899822737098	59.4136645962733	0.0385834654208726	2	37	"positive regulation of lipid transport"	0.00295597902137168
"GO:0055081"	0.000679899822737098	59.4136645962733	0.0385834654208726	2	37	"anion homeostasis"	0.00295597902137168
"GO:0008152"	0.000681445370604361	4.1289460186207	9.60311170434638	18	9209	"metabolic process"	0.00295597902137168
"GO:0009126"	0.000682149004931925	19.7768847006652	0.17414699257529	3	167	"purine nucleoside monophosphate metabolic process"	0.00295597902137168
"GO:0071704"	0.000692327956627599	4.01243668596237	8.66459497789272	17	8309	"organic substance metabolic process"	0.00297330131373103
"GO:0044711"	0.000718000645385987	11.3874788494078	0.415032952365062	4	398	"single-organism biosynthetic process"	0.00300446934019775
"GO:0009161"	0.00071832427052545	19.4191616766467	0.177275381663469	3	170	"ribonucleoside monophosphate metabolic process"	0.00300446934019775
"GO:0072330"	0.00071832427052545	19.4191616766467	0.177275381663469	3	170	"monocarboxylic acid biosynthetic process"	0.00300446934019775
"GO:0019752"	0.000738594866682093	8.21852899575672	0.742471010261116	5	712	"carboxylic acid metabolic process"	0.00306262181788006
"GO:0050789"	0.000751126462292182	4.08261171567492	9.66985067156086	18	9273	"regulation of biological process"	0.00307962039133446
"GO:0001659"	0.000755499389142341	56.1974148061105	0.0406690581463252	2	39	"temperature homeostasis"	0.00307962039133446
"GO:0009123"	0.000820719575697714	18.5251948051948	0.185617752565279	3	178	"nucleoside monophosphate metabolic process"	0.00331736231857648
"GO:0007275"	0.000909035386028472	4.10437704187704	4.02415116376074	11	3859	"multicellular organismal development"	0.00364371683899746
"GO:0043436"	0.000967255648171182	7.72237017310253	0.788354050221073	5	756	"oxoacid metabolic process"	0.00384504104768875
"GO:0003026"	0.00104279636272686	Inf	0.00104279636272629	1	1	"regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback"	0.00386272435883426
"GO:0006579"	0.00104279636272686	Inf	0.00104279636272629	1	1	"amino-acid betaine catabolic process"	0.00386272435883426
"GO:0006581"	0.00104279636272686	Inf	0.00104279636272629	1	1	"acetylcholine catabolic process"	0.00386272435883426
"GO:0019605"	0.00104279636272686	Inf	0.00104279636272629	1	1	"butyrate metabolic process"	0.00386272435883426
"GO:0038027"	0.00104279636272686	Inf	0.00104279636272629	1	1	"apolipoprotein A-I-mediated signaling pathway"	0.00386272435883426
"GO:0042413"	0.00104279636272686	Inf	0.00104279636272629	1	1	"carnitine catabolic process"	0.00386272435883426
"GO:0046359"	0.00104279636272686	Inf	0.00104279636272629	1	1	"butyrate catabolic process"	0.00386272435883426
"GO:0051793"	0.00104279636272686	Inf	0.00104279636272629	1	1	"medium-chain fatty acid catabolic process"	0.00386272435883426
"GO:0006082"	0.00104397955644169	7.58671465968586	0.801910402936515	5	769	"organic acid metabolic process"	0.00386272435883426
"GO:0006811"	0.00106564440639464	6.17592048791507	1.22111454075248	6	1171	"ion transport"	0.00391278595019711
"GO:0097006"	0.0010965362587719	46.1913043478261	0.0490114290481355	2	47	"regulation of plasma lipoprotein particle levels"	0.00399571167022187
"GO:0048871"	0.00126832513198957	15.8723262032086	0.215858847084341	3	207	"multicellular organismal homeostasis"	0.00458695028937583
"GO:0019222"	0.00131782057805044	3.77549252023216	4.91887044297989	12	4717	"regulation of metabolic process"	0.00473038580628552
"GO:0019915"	0.0013407711175379	41.5634782608696	0.0542254108617669	2	52	"lipid storage"	0.00477711783359801
"GO:0051341"	0.00139246133463215	40.7468030690537	0.0552682072244932	2	53	"regulation of oxidoreductase activity"	0.00492480810263282
"GO:0042632"	0.00144509493853849	39.9615384615385	0.0563110035872195	2	54	"cholesterol homeostasis"	0.00502504112103442
"GO:0045833"	0.00144509493853849	39.9615384615385	0.0563110035872195	2	54	"negative regulation of lipid metabolic process"	0.00502504112103442
"GO:0019216"	0.00145214286034051	15.124256584537	0.226286810711604	3	217	"regulation of lipid metabolic process"	0.00502504112103442
"GO:0055092"	0.00149867006518525	39.2059064807219	0.0573537999499458	2	55	"sterol homeostasis"	0.00512637640487837
"GO:0044238"	0.001502742355692	3.60001684139615	8.27250354550763	16	7933	"primary metabolic process"	0.00512637640487837
"GO:0050801"	0.00158588672306948	9.13818288051417	0.514098606824059	4	493	"ion homeostasis"	0.00537191206898887
"GO:0050767"	0.001597710126401	9.11914480077745	0.515141403186786	4	494	"regulation of neurogenesis"	0.00537411587971244
"GO:0071702"	0.00170312545642144	4.91190792386011	1.83949278384917	7	1764	"organic substance transport"	0.00568891211485217
"GO:0019217"	0.00178060347847537	35.8185907046477	0.0625677817635772	2	60	"regulation of fatty acid metabolic process"	0.00582632838875274
"GO:0046916"	0.00178060347847537	35.8185907046477	0.0625677817635772	2	60	"cellular transition metal ion homeostasis"	0.00582632838875274
"GO:0055072"	0.00178060347847537	35.8185907046477	0.0625677817635772	2	60	"iron ion homeostasis"	0.00582632838875274
"GO:0051260"	0.00193636471852372	13.6432681242808	0.250271127054309	3	240	"protein homooligomerization"	0.00629318533520208
"GO:0007416"	0.00202290843846564	33.5021037868163	0.0667389672144824	2	64	"synapse assembly"	0.00634599968970688
"GO:0006649"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"phospholipid transfer to membrane"	0.00634599968970688
"GO:0030186"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"melatonin metabolic process"	0.00634599968970688
"GO:0030187"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"melatonin biosynthetic process"	0.00634599968970688
"GO:0032377"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"regulation of intracellular lipid transport"	0.00634599968970688
"GO:0032380"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"regulation of intracellular sterol transport"	0.00634599968970688
"GO:0032383"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"regulation of intracellular cholesterol transport"	0.00634599968970688
"GO:0032482"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"Rab protein signal transduction"	0.00634599968970688
"GO:0045212"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"neurotransmitter receptor biosynthetic process"	0.00634599968970688
"GO:0055099"	0.00208454875462305	997.833333333333	0.00208559272545257	1	2	"response to high density lipoprotein particle stimulus"	0.00634599968970688
"GO:0055114"	0.00214580679291724	6.4025	0.94373070826729	5	905	"oxidation-reduction process"	0.00646225431778076
"GO:0032526"	0.00214960642587302	32.4524456521739	0.0688245599399349	2	66	"response to retinoic acid"	0.00646225431778076
"GO:0042221"	0.00222718704825237	4.25284749272718	2.49645449236673	8	2394	"response to chemical stimulus"	0.00665389422490304
"GO:0016053"	0.00248404966558422	12.4727974727975	0.273212647034287	3	262	"organic acid biosynthetic process"	0.00733023244874852
"GO:0046394"	0.00248404966558422	12.4727974727975	0.273212647034287	3	262	"carboxylic acid biosynthetic process"	0.00733023244874852
"GO:0010975"	0.00273305989536313	12.049355495251	0.282597814298824	3	271	"regulation of neuron projection development"	0.00801586469310772
"GO:0042310"	0.00283796564900377	28.0552291421857	0.0792525235671978	2	76	"vasoconstriction"	0.0082730998616413
"GO:0065003"	0.00307347211109651	5.87193251533742	1.02506882455994	5	983	"macromolecular complex assembly"	0.00879093089646627
"GO:0034436"	0.00312525817733	498.895833333333	0.00312838908817886	1	3	"glycoprotein transport"	0.00879093089646627
"GO:0045329"	0.00312525817733	498.895833333333	0.00312838908817886	1	3	"carnitine biosynthetic process"	0.00879093089646627
"GO:0046929"	0.00312525817733	498.895833333333	0.00312838908817886	1	3	"negative regulation of neurotransmitter secretion"	0.00879093089646627
"GO:0051791"	0.00312525817733	498.895833333333	0.00312838908817886	1	3	"medium-chain fatty acid metabolic process"	0.00879093089646627
"GO:0060978"	0.00312525817733	498.895833333333	0.00312838908817886	1	3	"angiogenesis involved in coronary vascular morphogenesis"	0.00879093089646627
"GO:0003073"	0.0032160524072334	26.274078150798	0.0844665053808292	2	81	"regulation of systemic arterial blood pressure"	0.00899372795278641
"GO:0006796"	0.00326616110364903	3.97521754263836	2.65183115041295	8	2543	"phosphate-containing compound metabolic process"	0.00908106064078141
"GO:0071822"	0.00338106274876845	5.73725	1.04801034453992	5	1005	"protein complex subunit organization"	0.00934650104688289
"GO:0018193"	0.00353361605459322	7.27550463720676	0.641319763076666	4	615	"peptidyl-amino acid modification"	0.00971239612719623
"GO:0006793"	0.00366353784126406	3.89429079145213	2.70084257946108	8	2590	"phosphorus metabolic process"	0.0100122823957273
"GO:0060284"	0.00370070926331639	7.17901377029002	0.649662133978477	4	623	"regulation of cell development"	0.0100567296929671
"GO:0055076"	0.00378279485020684	24.1284125379171	0.0917660799199132	2	88	"transition metal ion homeostasis"	0.0102220467581432
"GO:0051239"	0.00402071246088509	4.16761796042618	2.13877533995161	7	2051	"regulation of multicellular organismal process"	0.0107129905282615
"GO:0006578"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"amino-acid betaine biosynthetic process"	0.0107129905282615
"GO:0006620"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"posttranslational protein targeting to membrane"	0.0107129905282615
"GO:0006975"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"DNA damage induced protein phosphorylation"	0.0107129905282615
"GO:0010040"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"response to iron(II) ion"	0.0107129905282615
"GO:0019626"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"short-chain fatty acid catabolic process"	0.0107129905282615
"GO:0032488"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"Cdc42 protein signal transduction"	0.0107129905282615
"GO:0042758"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"long-chain fatty acid catabolic process"	0.0107129905282615
"GO:0060155"	0.00416492563156945	332.583333333333	0.00417118545090515	1	4	"platelet dense granule organization"	0.0107129905282615
"GO:0007399"	0.00436983451856585	4.59196010792718	1.61320597313757	6	1547	"nervous system development"	0.011180268103352
"GO:0050794"	0.0044879901646859	3.12108311279868	9.07962793025778	16	8707	"regulation of cellular process"	0.0114218162392271
"GO:0031344"	0.00466907079030165	9.91216783216783	0.342037206974222	3	328	"regulation of cell projection organization"	0.0118201213165005
"GO:0090066"	0.00470880965513511	9.88134411600669	0.343080003336948	3	329	"regulation of anatomical structure size"	0.0118583112257591
"GO:1901565"	0.00499817880809206	6.57764589515331	0.707015933928422	4	678	"organonitrogen compound catabolic process"	0.0124138089421367
"GO:0009150"	0.00502426677593525	6.56761904761905	0.708058730291149	4	679	"purine ribonucleotide metabolic process"	0.0124138089421367
"GO:0034641"	0.00502913546437796	3.1950497144066	4.94076916659715	11	4738	"cellular nitrogen compound metabolic process"	0.0124138089421367
"GO:0031323"	0.00512180854026935	3.29511993382961	4.2128973054142	10	4040	"regulation of cellular metabolic process"	0.0124138089421367
"GO:0008291"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"acetylcholine metabolic process"	0.0124138089421367
"GO:0019695"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"choline metabolic process"	0.0124138089421367
"GO:0034204"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"lipid translocation"	0.0124138089421367
"GO:0042435"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"indole-containing compound biosynthetic process"	0.0124138089421367
"GO:0045332"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"phospholipid translocation"	0.0124138089421367
"GO:1900619"	0.0052035521171433	249.427083333333	0.00521398181363143	1	5	"acetate ester metabolic process"	0.0124138089421367
"GO:0009259"	0.00523630085468459	6.48846127030607	0.716401101192959	4	687	"ribonucleotide metabolic process"	0.0124138089421367
"GO:0050770"	0.00523909192360447	20.3299232736573	0.108450821723534	2	104	"regulation of axonogenesis"	0.0124138089421367
"GO:0019693"	0.00537185180279479	6.43992248062016	0.72161508300659	4	692	"ribose phosphate metabolic process"	0.0126659839075701
"GO:0050793"	0.00544436340958566	4.37579992164033	1.68724451489113	6	1618	"regulation of developmental process"	0.0127743356098083
"GO:0044270"	0.00548198597440696	6.40159647674098	0.725786268457496	4	696	"cellular nitrogen compound catabolic process"	0.0128001711344163
"GO:0009791"	0.00584179132026423	19.195652173913	0.114707599899892	2	110	"post-embryonic development"	0.0135744039857348
"GO:0006163"	0.0059670813006639	6.24353549600376	0.743513806623842	4	713	"purine nucleotide metabolic process"	0.0137988755077853
"GO:0006897"	0.00613752461753579	8.96049632818435	0.377492283306916	3	362	"endocytosis"	0.0139627334067121
"GO:0045595"	0.00623961967323541	4.92928200692042	1.21068657712522	5	1161	"regulation of cell differentiation"	0.0139627334067121
"GO:0010890"	0.00624113863293785	199.533333333333	0.00625677817635772	1	6	"positive regulation of sequestering of triglyceride"	0.0139627334067121
"GO:0045213"	0.00624113863293785	199.533333333333	0.00625677817635772	1	6	"neurotransmitter receptor metabolic process"	0.0139627334067121
"GO:0045542"	0.00624113863293785	199.533333333333	0.00625677817635772	1	6	"positive regulation of cholesterol biosynthetic process"	0.0139627334067121
"GO:0072673"	0.00624113863293785	199.533333333333	0.00625677817635772	1	6	"lamellipodium morphogenesis"	0.0139627334067121
"GO:0090205"	0.00624113863293785	199.533333333333	0.00625677817635772	1	6	"positive regulation of cholesterol metabolic process"	0.0139627334067121
"GO:0051049"	0.006444580722739	4.88927038626609	1.22007174438976	5	1170	"regulation of transport"	0.0143511265168401
"GO:0048518"	0.00676311136671345	3.2853470437018	3.66021523316927	9	3510	"positive regulation of biological process"	0.014991044089351
"GO:0001505"	0.00702512460853774	17.4132261600292	0.126178359889881	2	121	"regulation of neurotransmitter levels"	0.0153533642592048
"GO:0043603"	0.00713766874880206	17.2673913043478	0.127221156252607	2	122	"cellular amide metabolic process"	0.0153533642592048
"GO:0072521"	0.00722062181030248	5.89993006548414	0.785225661132894	4	753	"purine-containing compound metabolic process"	0.0153533642592048
"GO:0003025"	0.00727768617692037	166.270833333333	0.00729957453908401	1	7	"regulation of systemic arterial blood pressure by baroreceptor feedback"	0.0153533642592048
"GO:0006101"	0.00727768617692037	166.270833333333	0.00729957453908401	1	7	"citrate metabolic process"	0.0153533642592048
"GO:0034374"	0.00727768617692037	166.270833333333	0.00729957453908401	1	7	"low-density lipoprotein particle remodeling"	0.0153533642592048
"GO:0034380"	0.00727768617692037	166.270833333333	0.00729957453908401	1	7	"high-density lipoprotein particle assembly"	0.0153533642592048
