"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810807"	"Mus musculus: Ion channel transport"	2	122	0.00131643944440912	0.0036501275504071
"4810102"	"Mus musculus: Beta oxidation of butanoyl-CoA to acetyl-CoA"	1	3	0.00172265248636194	0.00456877398556863
"4810100"	"Mus musculus: Beta oxidation of myristoyl-CoA to lauroyl-CoA"	1	4	0.00215287027101674	0.00505096486661619
"4810101"	"Mus musculus: Beta oxidation of palmitoyl-CoA to myristoyl-CoA"	1	4	0.00215287027101674	0.00505096486661619
"4810634"	"Mus musculus: Serotonin and melatonin biosynthesis"	1	4	0.00215287027101674	0.00505096486661619
"4810098"	"Mus musculus: Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA"	1	6	0.00301277193030303	0.00592835766930596
"4810103"	"Mus musculus: Beta oxidation of hexanoyl-CoA to butanoyl-CoA"	1	6	0.00301277193030303	0.00592835766930596
"4810104"	"Mus musculus: Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	1	6	0.00301277193030303	0.00592835766930596
"4810105"	"Mus musculus: Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	1	6	0.00301277193030303	0.00592835766930596
"4810272"	"Mus musculus: Neurotransmitter Clearance In The Synaptic Cleft"	1	6	0.00301277193030303	0.00592835766930596
"4810633"	"Mus musculus: Amine-derived hormones"	1	11	0.00515941489495586	0.00983513464350961
"4811155"	"Mus musculus: Cytosolic Iron-sulfur Cluster Assembly"	1	12	0.00558821070592086	0.0101951826199718
"4810133"	"Mus musculus: Axon guidance"	2	260	0.00569160268971221	0.0101951826199718
"4810475"	"Mus musculus: Chylomicron-mediated lipid transport"	1	13	0.00601682908719647	0.0101951826199718
"4810671"	"Mus musculus: ABCA transporters in lipid homeostasis"	1	13	0.00601682908719647	0.0101951826199718
"4809990"	"Mus musculus: The canonical retinoid cycle in rods (twilight vision)"	1	14	0.00644527010914175	0.0103463546488854
"4811100"	"Mus musculus: Metabolism of Angiotensinogen to Angiotensins"	1	14	0.00644527010914175	0.0103463546488854
"4810664"	"Mus musculus: Synthesis of PC"	1	18	0.00815726200988787	0.012758794425722
"4810709"	"Mus musculus: CDO in myogenesis"	1	23	0.0102932697329948	0.0153143769198216
"4810710"	"Mus musculus: Myogenesis"	1	23	0.0102932697329948	0.0153143769198216
"4810134"	"Mus musculus: Developmental Biology"	2	376	0.0115052478964642	0.0167100028972456
"4810121"	"Mus musculus: Transport of vitamins, nucleosides, and related molecules"	1	32	0.0141269601096141	0.0200405713182898
"4811069"	"Mus musculus: Activation of Chaperone Genes by XBP1(S)"	1	45	0.0196393542110688	0.0266041643531097
"4810738"	"Mus musculus: Activation of Chaperones by IRE1alpha"	1	46	0.0200621567252959	0.0266041643531097
"4810959"	"Mus musculus: Retinoid metabolism and transport"	1	46	0.0200621567252959	0.0266041643531097
"4810667"	"Mus musculus: Peptide hormone metabolism"	1	48	0.020907236666119	0.0267749561783554
"4810015"	"Mus musculus: Innate Immune System"	2	519	0.0210688179764108	0.0267749561783554
"4810736"	"Mus musculus: Unfolded Protein Response"	1	62	0.0268032370003073	0.0333672950411989
"4809901"	"Mus musculus: Disease"	2	672	0.0338945613535936	0.0413513648513842
"4809951"	"Mus musculus: Metabolism of proteins"	2	691	0.035656994334365	0.0422302660733229
"4810077"	"Mus musculus: Glycerophospholipid biosynthesis"	1	84	0.0359995710788982	0.0422302660733229
"4810078"	"Mus musculus: Phospholipid metabolism"	1	129	0.0545511005349488	0.0627852289175826
"4810922"	"Mus musculus: Factors involved in megakaryocyte development and platelet production"	1	138	0.0582200508389299	0.0657670944661986
"4809881"	"Mus musculus: Transmission across Chemical Synapses"	1	174	0.0727596344759629	0.0806970491460679
"4810016"	"Mus musculus: Immune System"	2	1045	0.0742858161522621	0.0809184783087141
"4809877"	"Mus musculus: Metabolism of amino acids and derivatives"	1	187	0.0779568876976255	0.0834275464834238
"4809882"	"Mus musculus: Neuronal System"	1	242	0.0996374685199682	0.103820509065772
"4809869"	"Mus musculus: SLC-mediated transmembrane transport"	1	244	0.100416557948862	0.103820509065772
"4810243"	"Mus musculus: Hemostasis"	1	446	0.175857652028639	0.178788612895783
"4809987"	"Mus musculus: Signal Transduction"	2	1858	0.190527585803359	0.190527585803359
