"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"external_gene_id"	"description"
"50"	"ENSMUSG00000004865"	939.74630435263	-0.333257484336609	0.10147655623593	-3.28408350360053	0.00102314602504092	0.00995002180226043	"Srpk1"	"serine/arginine-rich protein specific kinase 1 [Source:MGI Symbol;Acc:MGI:106908]"
"51"	"ENSMUSG00000004951"	433.494460012813	-0.486315037288225	0.146219399709053	-3.3259269170568	0.000881250314990455	0.00890830549241282	"Hspb1"	"heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]"
"52"	"ENSMUSG00000004952"	291.111923881012	-0.620883017194399	0.165190286473297	-3.75859277473173	0.000170871680584076	0.00245736645721337	"Rasa4"	"RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600]"
"53"	"ENSMUSG00000004980"	10518.6160016992	-0.303204848041262	0.0866618941839023	-3.49871014125125	0.000467514521615013	0.00543405577521012	"Hnrnpa2b1"	"heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819]"
"54"	"ENSMUSG00000005124"	2000.77227157442	0.366449732741312	0.0865673226871296	4.23311847203279	2.30473015226018e-05	0.00048510103173774	"Wisp1"	"WNT1 inducible signaling pathway protein 1 [Source:MGI Symbol;Acc:MGI:1197008]"
"55"	"ENSMUSG00000005220"	1062.99792143616	-0.484419936636513	0.112093407958644	-4.32157381471742	1.54920206513635e-05	0.000343098976122204	"Corin"	"corin [Source:MGI Symbol;Acc:MGI:1349451]"
"56"	"ENSMUSG00000005320"	1885.66459388569	-0.435424303769413	0.100733983562325	-4.32251647727215	1.54259558674364e-05	0.000342194079830584	"Fgfr4"	"fibroblast growth factor receptor 4 [Source:MGI Symbol;Acc:MGI:95525]"
"57"	"ENSMUSG00000005397"	32984.7520585128	0.366009988841069	0.0837075478311661	4.37248489920279	1.22840316194131e-05	0.000281702725110055	"Nid1"	"nidogen 1 [Source:MGI Symbol;Acc:MGI:97342]"
"58"	"ENSMUSG00000005413"	626.519786148795	0.641146639812959	0.123395021115949	5.19588743544604	2.03745521942662e-07	8.86554232658198e-06	"Hmox1"	"heme oxygenase (decycling) 1 [Source:MGI Symbol;Acc:MGI:96163]"
"59"	"ENSMUSG00000005583"	3227.8674820081	-0.568659544484023	0.107725083466916	-5.27880347067607	1.30030174650587e-07	5.94373619884301e-06	"Mef2c"	"myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]"
"60"	"ENSMUSG00000005667"	250.860112456585	-0.769820086908924	0.153539862808472	-5.01381252287043	5.33619821270542e-07	2.01794503999133e-05	"Mthfd2"	"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]"
"61"	"ENSMUSG00000005672"	396.510165174228	-1.01901743865304	0.184011088189794	-5.53780453492018	3.0628681585923e-08	1.67667331133262e-06	"Kit"	"kit oncogene [Source:MGI Symbol;Acc:MGI:96677]"
"62"	"ENSMUSG00000005803"	152.220339951803	0.881650634299657	0.209267158030515	4.21303869463882	2.51957878679515e-05	0.000522225978771465	"Sqrdl"	"sulfide quinone reductase-like (yeast) [Source:MGI Symbol;Acc:MGI:1929899]"
"63"	"ENSMUSG00000005836"	190.50058447072	0.970251573445992	0.194426116237497	4.99033562065705	6.02744742055099e-07	2.25423212620937e-05	"Gata6"	"GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]"
"64"	"ENSMUSG00000006205"	5254.66606738619	-0.67799680358721	0.1293044249076	-5.2434153283749	1.57631163451261e-07	7.08451880464377e-06	"Htra1"	"HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076]"
"65"	"ENSMUSG00000006333"	10718.936681449	0.390273373418928	0.0817895263035511	4.77167910192412	1.82696419455119e-06	5.8774563756462e-05	"Rps9"	"ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1924096]"
"66"	"ENSMUSG00000006342"	355.11454876322	-1.01973803756273	0.179194170977062	-5.69068754861039	1.26528851099427e-08	7.69036625651335e-07	"Susd2"	"sushi domain containing 2 [Source:MGI Symbol;Acc:MGI:1918983]"
"67"	"ENSMUSG00000006369"	3591.77405084839	0.507202724167576	0.104791236249279	4.84012539904611	1.29757225894919e-06	4.31760808517016e-05	"Fbln1"	"fibulin 1 [Source:MGI Symbol;Acc:MGI:95487]"
"68"	"ENSMUSG00000006386"	537.990873666043	0.728780527624881	0.131245932651914	5.55278562085217	2.81152798472864e-08	1.56894787805419e-06	"Tek"	"endothelial-specific receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]"
"69"	"ENSMUSG00000006395"	220.866396443475	0.805695680291981	0.160980928682185	5.00491385462571	5.58870184753358e-07	2.10172344271789e-05	"Hyi"	"hydroxypyruvate isomerase homolog (E. coli) [Source:MGI Symbol;Acc:MGI:1915430]"
"70"	"ENSMUSG00000006403"	2587.5203898183	-0.479627752018448	0.112156942546829	-4.27639824274089	1.89941315620041e-05	0.000408659794113737	"Adamts4"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 [Source:MGI Symbol;Acc:MGI:1339949]"
"71"	"ENSMUSG00000006445"	271.16975522145	-0.848068940443176	0.147768033331184	-5.7391908204019	9.51299844428715e-09	6.00690543626243e-07	"Epha2"	"Eph receptor A2 [Source:MGI Symbol;Acc:MGI:95278]"
"72"	"ENSMUSG00000006456"	780.538070140801	-0.494470799664222	0.119977894738021	-4.12134919306535	3.76660000224939e-05	0.000724296906948126	"Rbm14"	"RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092]"
"73"	"ENSMUSG00000007080"	555.498205494293	-0.470798097612859	0.126043481659412	-3.73520384723285	0.000187563193128079	0.00264268050808165	"Pole"	"polymerase (DNA directed), epsilon [Source:MGI Symbol;Acc:MGI:1196391]"
"74"	"ENSMUSG00000007279"	159.98772736114	0.971889382169127	0.191202675225452	5.08303234263406	3.71456421031001e-07	1.50086082497526e-05	"Scube2"	"signal peptide, CUB domain, EGF-like 2 [Source:MGI Symbol;Acc:MGI:1928765]"
"75"	"ENSMUSG00000007617"	286.653691742081	-0.803661370037984	0.158744338495437	-5.06261437513305	4.13545809454167e-07	1.63206334568307e-05	"Homer1"	"homer homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1347345]"
"76"	"ENSMUSG00000007655"	9826.83211081301	-0.525986320071841	0.103491276200007	-5.08242181742276	3.7265271284314e-07	1.50122647761379e-05	"Cav1"	"caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]"
"77"	"ENSMUSG00000007850"	8790.05793179622	-0.404272540111835	0.10490466664275	-3.85371359587438	0.000116339677275925	0.00181543386057237	"Hnrnph1"	"heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925]"
"78"	"ENSMUSG00000007892"	8073.10628028326	0.38811278470001	0.085966933998715	4.5146751971614	6.34138800770848e-06	0.000167166375908059	"Rplp1"	"ribosomal protein, large, P1 [Source:MGI Symbol;Acc:MGI:1927099]"
"79"	"ENSMUSG00000008384"	757.889724206738	-0.491202667101887	0.145688574539619	-3.37159361092045	0.000747346358531079	0.0078106036669884	"Sertad1"	"SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]"
"80"	"ENSMUSG00000008540"	886.446122292492	0.561533717332611	0.127570578922888	4.40174938511519	1.07381548872061e-05	0.000252653710136413	"Mgst1"	"microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]"
"81"	"ENSMUSG00000008668"	6486.40905934146	0.646422385922801	0.0800020546835922	8.0800722991353	6.47283861912437e-16	1.54167117707425e-13	"Rps18"	"ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"82"	"ENSMUSG00000008683"	4753.06525964409	0.307216298701785	0.0884869081379226	3.47188420486942	0.000516819208321234	0.00586650298676344	"Rps15a"	"ribosomal protein S15A [Source:MGI Symbol;Acc:MGI:2389091]"
"83"	"ENSMUSG00000008958"	680.946785752948	0.367111706522141	0.105490369370704	3.48004949373218	0.000501321160824801	0.00574340597414135	"Vps72"	"vacuolar protein sorting 72 (yeast) [Source:MGI Symbol;Acc:MGI:1202305]"
"84"	"ENSMUSG00000008999"	1898.07563590009	0.916625146509453	0.132845469606985	6.89993530995998	5.20262254515141e-12	6.19568453271716e-10	"Bmp7"	"bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]"
"85"	"ENSMUSG00000009214"	47.1986261406403	1.47590590575564	0.355202961464956	4.15510585741907	3.251369750553e-05	0.000643007136920628	"Tmem8c"	"transmembrane protein 8C [Source:MGI Symbol;Acc:MGI:1913389]"
"86"	"ENSMUSG00000009246"	128.868462010477	0.982433505262203	0.216744813879246	4.53267364362194	5.82417633464135e-06	0.000156262881263026	"Trpm5"	"transient receptor potential cation channel, subfamily M, member 5 [Source:MGI Symbol;Acc:MGI:1861718]"
"87"	"ENSMUSG00000009281"	786.232255127514	0.430192562968226	0.119982606153323	3.5854577322524	0.000336487500981866	0.00418712586006398	"Rarres2"	"retinoic acid receptor responder (tazarotene induced) 2 [Source:MGI Symbol;Acc:MGI:1918910]"
"88"	"ENSMUSG00000009418"	1911.79791734664	-0.338054493342958	0.0887778523536213	-3.8078696925041	0.000140169096681557	0.00209528712474518	"Nav1"	"neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683]"
"89"	"ENSMUSG00000009471"	85.8859163527538	1.18230302193417	0.251416567530218	4.70256607807705	2.56912035137798e-06	7.80276910297705e-05	"Myod1"	"myogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:97275]"
"90"	"ENSMUSG00000009739"	564.911250968899	0.459810016203294	0.116754268527789	3.9382715681513	8.2070676277295e-05	0.00137215702110906	"Pou6f1"	"POU domain, class 6, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935]"
"91"	"ENSMUSG00000009772"	63.5852579225598	-0.979909685257981	0.251394649532605	-3.89789395709032	9.70328871016764e-05	0.00156823628010995	"Nuak2"	"NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]"
"92"	"ENSMUSG00000009927"	5055.12123695089	0.44548816948992	0.0905040850012465	4.92229902643383	8.55333854776351e-07	3.05579274011677e-05	"Rps25"	"ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867]"
"93"	"ENSMUSG00000010080"	196.766974472163	1.24663228743174	0.182637221229182	6.82572960233228	8.74795655987929e-12	1.01506203638394e-09	"Epn3"	"epsin 3 [Source:MGI Symbol;Acc:MGI:1919139]"
"94"	"ENSMUSG00000010086"	50.9041309240289	-1.31510211588251	0.336613730139528	-3.90685821204439	9.35039842662342e-05	0.00152390166914573	"Rnf112"	"ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]"
"95"	"ENSMUSG00000010307"	132.049001079052	1.18011956005401	0.197157841153932	5.98565876531698	2.15515780133608e-09	1.53185457125333e-07	"Tmem86a"	"transmembrane protein 86A [Source:MGI Symbol;Acc:MGI:1915143]"
"96"	"ENSMUSG00000010476"	373.599701733132	1.240628092953	0.162023493510416	7.65708766101407	1.90196816119812e-14	3.53713969266105e-12	"Ebf3"	"early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289]"
"97"	"ENSMUSG00000011171"	278.746491256575	0.884068282172411	0.180501629494789	4.89784100368984	9.68953862745529e-07	3.39140206199039e-05	"Vipr2"	"vasoactive intestinal peptide receptor 2 [Source:MGI Symbol;Acc:MGI:107166]"
"98"	"ENSMUSG00000011752"	1790.9584371147	-0.308561015745264	0.088641815341171	-3.48098710024892	0.000499569550385388	0.00573195495348937	"Pgam1"	"phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552]"
"99"	"ENSMUSG00000012405"	7530.20187622507	0.373784553610042	0.0743664159163946	5.02625478186638	5.00151310139524e-07	1.91269132012794e-05	"Rpl15"	"ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730]"
"100"	"ENSMUSG00000012848"	7451.95149901748	0.481499285177205	0.0784747089159789	6.13572566026	8.47713383721125e-10	6.80979698070888e-08	"Rps5"	"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]"
"101"	"ENSMUSG00000013584"	126.10965527847	0.932329181473475	0.204726622101837	4.55402024368726	5.26302879946133e-06	0.000143475660605396	"Aldh1a2"	"aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]"
"102"	"ENSMUSG00000013622"	879.746031396861	0.382999138959042	0.107827075404258	3.55197558241405	0.000382350340086926	0.00463049796344344	"Atraid"	"all-trans retinoic acid induced differentiation factor [Source:MGI Symbol;Acc:MGI:1918918]"
"103"	"ENSMUSG00000013629"	1586.54036267095	-0.39517986470718	0.0990749462442235	-3.98869623136657	6.64374322284284e-05	0.00115932465287037	"Cad"	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]"
"104"	"ENSMUSG00000014177"	486.197847622023	-0.438414983880897	0.114940406974791	-3.81428076879046	0.000136580120251017	0.00205566708705965	"Tvp23b"	"trans-golgi network vesicle protein 23B [Source:MGI Symbol;Acc:MGI:1914760]"
"105"	"ENSMUSG00000014329"	2299.8718130778	0.53187278210448	0.0865320713636115	6.1465393549812	7.91916809154564e-10	6.43776203657627e-08	"Bicc1"	"bicaudal C homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1933388]"
"106"	"ENSMUSG00000014905"	945.431208936747	-0.553239659723708	0.132242076527468	-4.18353729955833	2.87007973838912e-05	0.000578103895079684	"Dnajb9"	"DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:MGI Symbol;Acc:MGI:1351618]"
"107"	"ENSMUSG00000015002"	1196.26524687407	-0.309611082964059	0.0940998240351713	-3.29024082816921	0.0010010166873974	0.00978583958005261	"Efr3a"	"EFR3 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923990]"
"108"	"ENSMUSG00000015134"	250.963745346916	0.545706500565778	0.15424853017774	3.53783922567666	0.000403415615089301	0.00482110069582073	"Aldh1a3"	"aldehyde dehydrogenase family 1, subfamily A3 [Source:MGI Symbol;Acc:MGI:1861722]"
"109"	"ENSMUSG00000015143"	2316.78887916869	-0.34762534150601	0.0904968471198363	-3.84129781942219	0.000122385517417453	0.00188379340641649	"Actn1"	"actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]"
"110"	"ENSMUSG00000015222"	342.038878417813	-0.566483009037486	0.150180701834737	-3.77200933353515	0.000161938196994709	0.00236141027110652	"Map2"	"microtubule-associated protein 2 [Source:MGI Symbol;Acc:MGI:97175]"
"111"	"ENSMUSG00000015243"	1444.74349341531	0.555481178202684	0.127142260314169	4.36897359564073	1.2483185696506e-05	0.000285305941103983	"Abca1"	"ATP-binding cassette, sub-family A (ABC1), member 1 [Source:MGI Symbol;Acc:MGI:99607]"
"112"	"ENSMUSG00000015312"	2147.62966096068	-0.335448898938655	0.094116915670578	-3.56417224840614	0.000365006215001487	0.00447335280994409	"Gadd45b"	"growth arrest and DNA-damage-inducible 45 beta [Source:MGI Symbol;Acc:MGI:107776]"
"113"	"ENSMUSG00000015656"	23415.2982491532	-0.281331735290774	0.0816998040753987	-3.44348114998098	0.000574276625352112	0.00638001592944376	"Hspa8"	"heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]"
"114"	"ENSMUSG00000015839"	696.869489449471	-0.709539586290038	0.112940573463775	-6.2824152961966	3.33352906100165e-10	3.02241009435682e-08	"Nfe2l2"	"nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]"
"115"	"ENSMUSG00000015846"	2081.13763769622	0.287750450089004	0.0863443651222452	3.3325909534642	0.000860413415590156	0.0087301737892765	"Rxra"	"retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]"
